h2s,tz=0,v=1.5
time,h2s,so2
1688364000,4.990e-01,NaN
1688364180,NaN,2.000e-01
1688364240,NaN,2.000e-01
1688364300,NaN,2.000e-01
1688364360,NaN,2.000e-01
1688364420,NaN,2.000e-01
1688364480,NaN,2.000e-01
1688364540,NaN,2.000e-01
1688364600,NaN,2.000e-01
1688364780,5.100e-01,NaN
1688364840,4.870e-01,NaN
1688364900,4.440e-01,NaN
1688364960,4.000e-01,NaN
1688365020,2.000e-01,NaN
1688365080,2.000e-01,NaN
1688365140,2.000e-01,NaN
1688365200,2.000e-01,NaN
1688365380,NaN,2.000e-01
1688365440,NaN,2.000e-01
1688365500,NaN,2.000e-01
1688365560,NaN,2.000e-01
1688365620,NaN,2.000e-01
1688365680,NaN,2.000e-01
1688365740,NaN,2.000e-01
1688365800,NaN,2.000e-01
1688365980,2.000e-01,NaN
1688366040,2.000e-01,NaN
1688366100,2.000e-01,NaN
1688366160,2.000e-01,NaN
1688366220,2.000e-01,NaN
1688366280,2.000e-01,NaN
1688366340,2.000e-01,NaN
1688366400,2.000e-01,NaN
1688366580,NaN,2.000e-01
1688366640,NaN,2.000e-01
1688366700,NaN,2.000e-01
1688366760,NaN,2.000e-01
1688366820,NaN,2.000e-01
1688366880,NaN,2.000e-01
1688366940,NaN,2.000e-01
1688367000,NaN,2.000e-01
1688367180,2.000e-01,NaN
1688367240,2.000e-01,NaN
1688367300,2.000e-01,NaN
1688367360,2.000e-01,NaN
1688367420,2.000e-01,NaN
1688367480,2.000e-01,NaN
1688367540,2.000e-01,NaN
1688367600,2.000e-01,NaN
1688367780,NaN,2.000e-01
1688367840,NaN,2.000e-01
1688367900,NaN,2.000e-01
1688367960,NaN,2.000e-01
1688368020,NaN,2.000e-01
1688368080,NaN,2.000e-01
1688368140,NaN,2.000e-01
1688368200,NaN,2.000e-01
1688368380,2.000e-01,NaN
1688368440,2.000e-01,NaN
1688368500,2.000e-01,NaN
1688368560,2.000e-01,NaN
1688368620,4.600e-01,NaN
1688368680,5.140e-01,NaN
1688368740,4.940e-01,NaN
1688368800,4.980e-01,NaN
1688368980,NaN,2.000e-01
1688369040,NaN,2.000e-01
1688369100,NaN,2.000e-01
1688369160,NaN,2.000e-01
1688369220,NaN,2.000e-01
1688369280,NaN,2.000e-01
1688369340,NaN,2.000e-01
1688369400,NaN,2.000e-01
1688369580,5.000e-01,NaN
1688369640,4.690e-01,NaN
1688369700,2.000e-01,NaN
1688369760,2.000e-01,NaN
1688369820,4.090e-01,NaN
1688369880,2.000e-01,NaN
1688369940,2.000e-01,NaN
1688370000,4.150e-01,NaN
1688370240,NaN,2.000e-01
1688370300,NaN,2.000e-01
1688370360,NaN,2.000e-01
1688370420,NaN,2.000e-01
1688370480,NaN,2.000e-01
1688370540,NaN,2.000e-01
1688370600,NaN,2.000e-01
1688370840,4.370e-01,NaN
1688370900,4.540e-01,NaN
1688370960,5.140e-01,NaN
1688371020,5.210e-01,NaN
1688371080,5.300e-01,NaN
1688371140,5.350e-01,NaN
1688371200,5.770e-01,NaN
1688371440,NaN,2.000e-01
1688371500,NaN,2.000e-01
1688371560,NaN,2.000e-01
1688371620,NaN,2.000e-01
1688371680,NaN,2.000e-01
1688371740,NaN,2.000e-01
1688371800,NaN,2.000e-01
1688371980,5.980e-01,NaN
1688372040,6.350e-01,NaN
1688372100,6.890e-01,NaN
1688372160,7.440e-01,NaN
1688372220,8.430e-01,NaN
1688372280,8.740e-01,NaN
1688372340,8.940e-01,NaN
1688372400,9.050e-01,NaN
1688372580,NaN,2.000e-01
1688372640,NaN,2.000e-01
1688372700,NaN,2.000e-01
1688372760,NaN,2.000e-01
1688372820,NaN,2.000e-01
1688372880,NaN,2.000e-01
1688372940,NaN,2.000e-01
1688373000,NaN,2.000e-01
1688373180,9.090e-01,NaN
1688373240,9.770e-01,NaN
1688373300,1.042e+00,NaN
1688373360,1.117e+00,NaN
1688373420,1.223e+00,NaN
1688373480,1.289e+00,NaN
1688373540,1.280e+00,NaN
1688373600,1.312e+00,NaN
1688373780,NaN,2.000e-01
1688373840,NaN,2.000e-01
1688373900,NaN,2.000e-01
1688373960,NaN,2.000e-01
1688374020,NaN,2.000e-01
1688374080,NaN,2.000e-01
1688374140,NaN,2.000e-01
1688374200,NaN,2.000e-01
1688374380,1.311e+00,NaN
1688374440,1.262e+00,NaN
1688374500,1.276e+00,NaN
1688374560,1.349e+00,NaN
1688374620,1.381e+00,NaN
1688374680,1.412e+00,NaN
1688374740,1.429e+00,NaN
1688374800,1.396e+00,NaN
1688374980,NaN,2.000e-01
1688375040,NaN,2.000e-01
1688375100,NaN,2.000e-01
1688375160,NaN,2.000e-01
1688375220,NaN,2.000e-01
1688375280,NaN,2.000e-01
1688375340,NaN,2.000e-01
1688375400,NaN,2.000e-01
1688375580,1.389e+00,NaN
1688375640,1.449e+00,NaN
1688375700,1.504e+00,NaN
1688375760,1.563e+00,NaN
1688375820,1.708e+00,NaN
1688375880,1.775e+00,NaN
1688375940,1.763e+00,NaN
1688376000,1.779e+00,NaN
1688376180,NaN,2.000e-01
1688376240,NaN,2.000e-01
1688376300,NaN,2.000e-01
1688376360,NaN,2.000e-01
1688376420,NaN,2.000e-01
1688376480,NaN,2.000e-01
1688376540,NaN,2.000e-01
1688376600,NaN,2.000e-01
1688376780,1.780e+00,NaN
1688376840,1.707e+00,NaN
1688376900,1.601e+00,NaN
1688376960,1.496e+00,NaN
1688377020,1.399e+00,NaN
1688377080,1.291e+00,NaN
1688377140,1.257e+00,NaN
1688377200,1.223e+00,NaN
1688377440,NaN,2.000e-01
1688377500,NaN,2.000e-01
1688377560,NaN,2.000e-01
1688377620,NaN,2.000e-01
1688377680,NaN,2.000e-01
1688377740,NaN,2.000e-01
1688377800,NaN,2.000e-01
1688377980,1.209e+00,NaN
1688378040,1.284e+00,NaN
1688378100,1.344e+00,NaN
1688378160,1.384e+00,NaN
1688378220,1.410e+00,NaN
1688378280,1.442e+00,NaN
1688378340,1.428e+00,NaN
1688378400,1.464e+00,NaN
1688378580,NaN,2.000e-01
1688378640,NaN,2.000e-01
1688378700,NaN,2.000e-01
1688378760,NaN,2.000e-01
1688378820,NaN,2.000e-01
1688378880,NaN,2.000e-01
1688378940,NaN,2.000e-01
1688379000,NaN,2.000e-01
1688379180,1.470e+00,NaN
1688379240,1.448e+00,NaN
1688379300,1.385e+00,NaN
1688379360,1.340e+00,NaN
1688379420,1.210e+00,NaN
1688379480,1.094e+00,NaN
1688379540,1.082e+00,NaN
1688379600,1.110e+00,NaN
1688379780,NaN,2.000e-01
1688379840,NaN,2.000e-01
1688379900,NaN,2.000e-01
1688379960,NaN,2.000e-01
1688380020,NaN,2.000e-01
1688380080,NaN,2.000e-01
1688380140,NaN,2.000e-01
1688380200,NaN,2.000e-01
1688380440,1.132e+00,NaN
1688380500,1.224e+00,NaN
1688380560,1.256e+00,NaN
1688380620,1.225e+00,NaN
1688380680,1.221e+00,NaN
1688380740,1.157e+00,NaN
1688380800,1.094e+00,NaN
1688380980,NaN,2.000e-01
1688381040,NaN,2.000e-01
1688381100,NaN,2.000e-01
1688381160,NaN,2.000e-01
1688381220,NaN,2.000e-01
1688381280,NaN,2.000e-01
1688381340,NaN,2.000e-01
1688381400,NaN,2.000e-01
1688381580,1.098e+00,NaN
1688381640,1.219e+00,NaN
1688381700,1.352e+00,NaN
1688381760,1.450e+00,NaN
1688381820,1.574e+00,NaN
1688381880,1.657e+00,NaN
1688381940,1.619e+00,NaN
1688382000,1.599e+00,NaN
1688382180,NaN,2.000e-01
1688382240,NaN,2.000e-01
1688382300,NaN,4.720e-01
1688382360,NaN,5.640e-01
1688382420,NaN,5.900e-01
1688382480,NaN,6.320e-01
1688382540,NaN,6.150e-01
1688382600,NaN,6.140e-01
1688382780,1.591e+00,NaN
1688382840,1.600e+00,NaN
1688382900,1.611e+00,NaN
1688382960,1.598e+00,NaN
1688383020,1.608e+00,NaN
1688383080,1.810e+00,NaN
1688383140,1.799e+00,NaN
1688383200,1.768e+00,NaN
1688383380,NaN,6.040e-01
1688383440,NaN,5.510e-01
1688383500,NaN,5.020e-01
1688383560,NaN,4.280e-01
1688383620,NaN,2.000e-01
1688383680,NaN,2.000e-01
1688383740,NaN,2.000e-01
1688383800,NaN,2.000e-01
1688383980,1.766e+00,NaN
1688384040,1.722e+00,NaN
1688384100,1.568e+00,NaN
1688384160,1.369e+00,NaN
1688384220,1.363e+00,NaN
1688384280,1.362e+00,NaN
1688384340,1.432e+00,NaN
1688384400,1.466e+00,NaN
1688384580,NaN,2.000e-01
1688384640,NaN,2.000e-01
1688384700,NaN,2.000e-01
1688384760,NaN,2.000e-01
1688384820,NaN,2.000e-01
1688384880,NaN,2.000e-01
1688384940,NaN,2.000e-01
1688385000,NaN,2.000e-01
1688385240,1.528e+00,NaN
1688385300,1.555e+00,NaN
1688385360,1.585e+00,NaN
1688385420,1.554e+00,NaN
1688385480,1.547e+00,NaN
1688385540,1.560e+00,NaN
1688385600,1.574e+00,NaN
1688385780,NaN,2.000e-01
1688385840,NaN,2.000e-01
1688385900,NaN,2.000e-01
1688385960,NaN,2.000e-01
1688386020,NaN,2.000e-01
1688386080,NaN,2.000e-01
1688386140,NaN,2.000e-01
1688386200,NaN,2.000e-01
1688386380,1.576e+00,NaN
1688386440,1.557e+00,NaN
1688386500,1.555e+00,NaN
1688386560,1.512e+00,NaN
1688386620,1.435e+00,NaN
1688386680,1.389e+00,NaN
1688386740,1.359e+00,NaN
1688386800,1.373e+00,NaN
1688386980,NaN,2.000e-01
1688387040,NaN,2.000e-01
1688387100,NaN,2.000e-01
1688387160,NaN,2.000e-01
1688387220,NaN,2.000e-01
1688387280,NaN,2.000e-01
1688387340,NaN,2.000e-01
1688387400,NaN,2.000e-01
1688387580,1.376e+00,NaN
1688387640,1.414e+00,NaN
1688387700,1.497e+00,NaN
1688387760,1.539e+00,NaN
1688387820,1.574e+00,NaN
1688387880,1.576e+00,NaN
1688387940,1.606e+00,NaN
1688388000,1.603e+00,NaN
1688388180,NaN,2.000e-01
1688388240,NaN,2.000e-01
1688388300,NaN,2.000e-01
1688388360,NaN,2.000e-01
1688388420,NaN,2.000e-01
1688388480,NaN,2.000e-01
1688388540,NaN,2.000e-01
1688388600,NaN,2.000e-01
1688388780,1.619e+00,NaN
1688388840,1.632e+00,NaN
1688388900,1.702e+00,NaN
1688388960,1.712e+00,NaN
1688389020,1.742e+00,NaN
1688389080,1.763e+00,NaN
1688389140,1.766e+00,NaN
1688389200,1.754e+00,NaN
1688389380,NaN,2.000e-01
1688389440,NaN,2.000e-01
1688389500,NaN,2.000e-01
1688389560,NaN,2.000e-01
1688389620,NaN,2.000e-01
1688389680,NaN,2.000e-01
1688389740,NaN,2.000e-01
1688389800,NaN,2.000e-01
1688389980,1.761e+00,NaN
1688390040,1.824e+00,NaN
1688390100,1.894e+00,NaN
1688390160,1.950e+00,NaN
1688390220,2.026e+00,NaN
1688390280,2.084e+00,NaN
1688390340,2.090e+00,NaN
1688390400,2.114e+00,NaN
1688390580,NaN,2.000e-01
1688390640,NaN,2.000e-01
1688390700,NaN,4.070e-01
1688390760,NaN,6.350e-01
1688390820,NaN,8.480e-01
1688390880,NaN,9.950e-01
1688390940,NaN,1.043e+00
1688391000,NaN,1.119e+00
1688391240,2.196e+00,NaN
1688391300,2.325e+00,NaN
1688391360,2.460e+00,NaN
1688391420,2.579e+00,NaN
1688391480,2.716e+00,NaN
1688391540,2.803e+00,NaN
1688391600,2.843e+00,NaN
1688391780,NaN,1.143e+00
1688391840,NaN,1.261e+00
1688391900,NaN,1.459e+00
1688391960,NaN,1.698e+00
1688392020,NaN,1.910e+00
1688392080,NaN,2.029e+00
1688392140,NaN,2.021e+00
1688392200,NaN,2.003e+00
1688392440,2.951e+00,NaN
1688392500,3.071e+00,NaN
1688392560,3.203e+00,NaN
1688392620,3.317e+00,NaN
1688392680,3.433e+00,NaN
1688392740,3.421e+00,NaN
1688392800,3.397e+00,NaN
1688392980,NaN,2.000e+00
1688393040,NaN,1.972e+00
1688393100,NaN,1.923e+00
1688393160,NaN,1.894e+00
1688393220,NaN,1.916e+00
1688393280,NaN,1.910e+00
1688393340,NaN,1.896e+00
1688393400,NaN,1.923e+00
1688393580,3.369e+00,NaN
1688393640,3.341e+00,NaN
1688393700,3.293e+00,NaN
1688393760,3.233e+00,NaN
1688393820,3.250e+00,NaN
1688393880,3.264e+00,NaN
1688393940,3.278e+00,NaN
1688394000,3.238e+00,NaN
1688394240,NaN,1.879e+00
1688394300,NaN,1.752e+00
1688394360,NaN,1.659e+00
1688394420,NaN,1.566e+00
1688394480,NaN,1.456e+00
1688394540,NaN,1.424e+00
1688394600,NaN,1.381e+00
1688394780,3.241e+00,NaN
1688394840,3.172e+00,NaN
1688394900,3.097e+00,NaN
1688394960,3.028e+00,NaN
1688395020,3.021e+00,NaN
1688395080,3.027e+00,NaN
1688395140,3.042e+00,NaN
1688395200,3.015e+00,NaN
1688395440,NaN,1.329e+00
1688395500,NaN,1.238e+00
1688395560,NaN,1.173e+00
1688395620,NaN,1.130e+00
1688395680,NaN,1.094e+00
1688395740,NaN,1.075e+00
1688395800,NaN,1.064e+00
1688395980,3.054e+00,NaN
1688396040,3.067e+00,NaN
1688396100,3.032e+00,NaN
1688396160,2.998e+00,NaN
1688396220,3.020e+00,NaN
1688396280,2.935e+00,NaN
1688396340,2.903e+00,NaN
1688396400,2.911e+00,NaN
1688396640,NaN,1.058e+00
1688396700,NaN,1.063e+00
1688396760,NaN,1.087e+00
1688396820,NaN,1.127e+00
1688396880,NaN,1.130e+00
1688396940,NaN,1.120e+00
1688397000,NaN,1.126e+00
1688397240,2.949e+00,NaN
1688397300,2.946e+00,NaN
1688397360,2.987e+00,NaN
1688397420,2.961e+00,NaN
1688397480,2.885e+00,NaN
1688397540,2.854e+00,NaN
1688397600,2.795e+00,NaN
1688397780,NaN,1.121e+00
1688397840,NaN,1.136e+00
1688397900,NaN,1.181e+00
1688397960,NaN,1.190e+00
1688398020,NaN,1.175e+00
1688398080,NaN,1.169e+00
1688398140,NaN,1.138e+00
1688398200,NaN,1.078e+00
1688398380,2.776e+00,NaN
1688398440,2.810e+00,NaN
1688398500,2.828e+00,NaN
1688398560,2.770e+00,NaN
1688398620,2.762e+00,NaN
1688398680,2.811e+00,NaN
1688398740,2.774e+00,NaN
1688398800,2.783e+00,NaN
1688399040,NaN,1.053e+00
1688399100,NaN,1.052e+00
1688399160,NaN,9.970e-01
1688399220,NaN,9.720e-01
1688399280,NaN,9.730e-01
1688399340,NaN,9.480e-01
1688399400,NaN,9.250e-01
1688399640,2.776e+00,NaN
1688399700,2.731e+00,NaN
1688399760,2.693e+00,NaN
1688399820,2.684e+00,NaN
1688399880,2.694e+00,NaN
1688399940,2.674e+00,NaN
1688400000,2.660e+00,NaN
1688400240,NaN,9.670e-01
1688400300,NaN,9.730e-01
1688400360,NaN,9.680e-01
1688400420,NaN,9.890e-01
1688400480,NaN,9.940e-01
1688400540,NaN,9.720e-01
1688400600,NaN,9.760e-01
1688400840,2.601e+00,NaN
1688400900,2.514e+00,NaN
1688400960,2.398e+00,NaN
1688401020,2.324e+00,NaN
1688401080,2.297e+00,NaN
1688401140,2.281e+00,NaN
1688401200,2.276e+00,NaN
1688401440,NaN,9.480e-01
1688401500,NaN,9.270e-01
1688401560,NaN,9.150e-01
1688401620,NaN,8.980e-01
1688401680,NaN,9.230e-01
1688401740,NaN,9.440e-01
1688401800,NaN,9.420e-01
1688402040,2.296e+00,NaN
1688402100,2.267e+00,NaN
1688402160,2.209e+00,NaN
1688402220,2.141e+00,NaN
1688402280,2.121e+00,NaN
1688402340,2.089e+00,NaN
1688402400,2.066e+00,NaN
1688402640,NaN,9.260e-01
1688402700,NaN,9.170e-01
1688402760,NaN,9.150e-01
1688402820,NaN,9.500e-01
1688402880,NaN,9.810e-01
1688402940,NaN,1.019e+00
1688403240,2.057e+00,NaN
1688403300,2.015e+00,NaN
1688403360,1.902e+00,NaN
1688403420,1.840e+00,NaN
1688403480,1.780e+00,NaN
1688403540,1.765e+00,NaN
1688403600,1.749e+00,NaN
1688403840,NaN,1.000e+00
1688403900,NaN,9.750e-01
1688403960,NaN,9.200e-01
1688404020,NaN,8.570e-01
1688404080,NaN,8.160e-01
1688404140,NaN,7.930e-01
1688404200,NaN,8.100e-01
1688404440,1.776e+00,NaN
1688404500,1.758e+00,NaN
1688404560,1.716e+00,NaN
1688404620,1.637e+00,NaN
1688404680,1.521e+00,NaN
1688404740,1.426e+00,NaN
1688405040,NaN,8.460e-01
1688405100,NaN,8.060e-01
1688405160,NaN,7.890e-01
1688405220,NaN,7.320e-01
1688405280,NaN,6.590e-01
1688405340,NaN,6.100e-01
1688405400,NaN,6.100e-01
1688405640,1.293e+00,NaN
1688405700,1.199e+00,NaN
1688405760,1.134e+00,NaN
1688405820,1.073e+00,NaN
1688405880,9.950e-01,NaN
1688405940,9.920e-01,NaN
1688406000,9.650e-01,NaN
1688406240,NaN,5.590e-01
1688406300,NaN,4.900e-01
1688406360,NaN,4.380e-01
1688406420,NaN,2.000e-01
1688406480,NaN,2.000e-01
1688406540,NaN,2.000e-01
1688406600,NaN,2.000e-01
1688406840,8.980e-01,NaN
1688406900,8.630e-01,NaN
1688406960,7.890e-01,NaN
1688407020,7.260e-01,NaN
1688407080,6.920e-01,NaN
1688407140,7.020e-01,NaN
1688407200,6.960e-01,NaN
1688407440,NaN,2.000e-01
1688407500,NaN,2.000e-01
1688407560,NaN,2.000e-01
1688407620,NaN,2.000e-01
1688407680,NaN,2.000e-01
1688407740,NaN,2.000e-01
1688407800,NaN,2.000e-01
1688408040,7.230e-01,NaN
1688408100,7.760e-01,NaN
1688408160,8.400e-01,NaN
1688408220,9.040e-01,NaN
1688408280,9.640e-01,NaN
1688408340,9.610e-01,NaN
1688408400,9.290e-01,NaN
1688408640,NaN,2.000e-01
1688408700,NaN,2.000e-01
1688408760,NaN,2.000e-01
1688408820,NaN,2.000e-01
1688408880,NaN,2.000e-01
1688408940,NaN,2.000e-01
1688409000,NaN,2.000e-01
1688409240,9.040e-01,NaN
1688409300,8.560e-01,NaN
1688409360,8.420e-01,NaN
1688409420,8.480e-01,NaN
1688409480,8.430e-01,NaN
1688409540,8.010e-01,NaN
1688409600,7.600e-01,NaN
1688409840,NaN,2.000e-01
1688409900,NaN,2.000e-01
1688409960,NaN,2.000e-01
1688410020,NaN,2.000e-01
1688410080,NaN,2.000e-01
1688410140,NaN,2.000e-01
1688410200,NaN,2.000e-01
1688410440,7.160e-01,NaN
1688410500,6.680e-01,NaN
1688410560,6.520e-01,NaN
1688410620,6.520e-01,NaN
1688410680,6.090e-01,NaN
1688410740,6.000e-01,NaN
1688410800,5.710e-01,NaN
1688411040,NaN,2.000e-01
1688411100,NaN,2.000e-01
1688411160,NaN,2.000e-01
1688411220,NaN,2.000e-01
1688411280,NaN,2.000e-01
1688411340,NaN,2.000e-01
1688411400,NaN,2.000e-01
1688411640,5.640e-01,NaN
1688411700,5.500e-01,NaN
1688411760,5.280e-01,NaN
1688411820,5.300e-01,NaN
1688411880,5.610e-01,NaN
1688411940,5.740e-01,NaN
1688412000,5.990e-01,NaN
1688412240,NaN,2.000e-01
1688412300,NaN,2.000e-01
1688412360,NaN,2.000e-01
1688412420,NaN,2.000e-01
1688412480,NaN,2.000e-01
1688412540,NaN,2.000e-01
1688412600,NaN,2.000e-01
1688412840,5.960e-01,NaN
1688412900,5.740e-01,NaN
1688412960,5.410e-01,NaN
1688413020,5.360e-01,NaN
1688413080,5.460e-01,NaN
1688413140,5.600e-01,NaN
1688413200,5.810e-01,NaN
1688413440,NaN,2.000e-01
1688413500,NaN,2.000e-01
1688413560,NaN,2.000e-01
1688413620,NaN,2.000e-01
1688413680,NaN,2.000e-01
1688413740,NaN,2.000e-01
1688413800,NaN,2.000e-01
1688414040,5.510e-01,NaN
1688414100,5.530e-01,NaN
1688414160,5.240e-01,NaN
1688414220,5.200e-01,NaN
1688414280,4.910e-01,NaN
1688414340,5.190e-01,NaN
1688414400,4.920e-01,NaN
1688414640,NaN,2.000e-01
1688414700,NaN,2.000e-01
1688414760,NaN,2.000e-01
1688414820,NaN,2.000e-01
1688414880,NaN,2.000e-01
1688414940,NaN,2.000e-01
1688415000,NaN,2.000e-01
1688415240,4.830e-01,NaN
1688415300,4.910e-01,NaN
1688415360,5.180e-01,NaN
1688415420,5.340e-01,NaN
1688415480,5.560e-01,NaN
1688415540,5.690e-01,NaN
1688415600,5.200e-01,NaN
1688415840,NaN,2.000e-01
1688415900,NaN,2.000e-01
1688415960,NaN,2.000e-01
1688416020,NaN,2.000e-01
1688416080,NaN,2.000e-01
1688416140,NaN,2.000e-01
1688416200,NaN,2.000e-01
1688416440,5.160e-01,NaN
1688416500,4.810e-01,NaN
1688416560,4.570e-01,NaN
1688416620,4.390e-01,NaN
1688416680,4.490e-01,NaN
1688416740,2.000e-01,NaN
1688416800,2.000e-01,NaN
1688417040,NaN,2.000e-01
1688417100,NaN,2.000e-01
1688417160,NaN,2.000e-01
1688417220,NaN,2.000e-01
1688417280,NaN,2.000e-01
1688417340,NaN,2.000e-01
1688417400,NaN,2.000e-01
1688417640,4.160e-01,NaN
1688417700,4.160e-01,NaN
1688417760,4.510e-01,NaN
1688417820,4.790e-01,NaN
1688417880,4.790e-01,NaN
1688417940,4.760e-01,NaN
1688418000,4.250e-01,NaN
1688418240,NaN,2.000e-01
1688418300,NaN,2.000e-01
1688418360,NaN,2.000e-01
1688418420,NaN,2.000e-01
1688418480,NaN,2.000e-01
1688418540,NaN,2.000e-01
1688418600,NaN,2.000e-01
1688418660,NaN,2.000e-01
1688418840,2.000e-01,NaN
1688418900,2.000e-01,NaN
1688418960,2.000e-01,NaN
1688419020,2.000e-01,NaN
1688419080,2.000e-01,NaN
1688419140,2.000e-01,NaN
1688419200,4.210e-01,NaN
1688419260,4.310e-01,NaN
1688419440,NaN,2.000e-01
1688419500,NaN,2.000e-01
1688419560,NaN,2.000e-01
1688419620,NaN,2.000e-01
1688419680,NaN,2.000e-01
1688419740,NaN,2.000e-01
1688419800,NaN,2.000e-01
1688420040,4.220e-01,NaN
1688420100,4.080e-01,NaN
1688420160,4.300e-01,NaN
1688420220,4.010e-01,NaN
1688420280,2.000e-01,NaN
1688420340,2.000e-01,NaN
1688420400,2.000e-01,NaN
1688420460,2.000e-01,NaN
1688420640,NaN,2.000e-01
1688420700,NaN,2.000e-01
1688420760,NaN,2.000e-01
1688420820,NaN,2.000e-01
1688420880,NaN,2.000e-01
1688420940,NaN,2.000e-01
1688421000,NaN,2.000e-01
1688421060,NaN,2.000e-01
1688421240,2.000e-01,NaN
1688421300,2.000e-01,NaN
1688421360,2.000e-01,NaN
1688421420,2.000e-01,NaN
1688421480,2.000e-01,NaN
1688421540,2.000e-01,NaN
1688421600,2.000e-01,NaN
1688421840,NaN,2.000e-01
1688421900,NaN,2.000e-01
1688421960,NaN,2.000e-01
1688422020,NaN,2.000e-01
1688422080,NaN,2.000e-01
1688422140,NaN,2.000e-01
1688422200,NaN,2.000e-01
1688422440,2.000e-01,NaN
1688422500,2.000e-01,NaN
1688422560,2.000e-01,NaN
1688422620,2.000e-01,NaN
1688422680,2.000e-01,NaN
1688422740,2.000e-01,NaN
1688422800,2.000e-01,NaN
1688423040,NaN,2.000e-01
1688423100,NaN,2.000e-01
1688423160,NaN,2.000e-01
1688423220,NaN,2.000e-01
1688423280,NaN,2.000e-01
1688423340,NaN,2.000e-01
1688423400,NaN,2.000e-01
1688423640,2.000e-01,NaN
1688423700,2.000e-01,NaN
1688423760,2.000e-01,NaN
1688423820,2.000e-01,NaN
1688423880,2.000e-01,NaN
1688423940,2.000e-01,NaN
1688424000,2.000e-01,NaN
1688424060,2.000e-01,NaN
1688424240,NaN,2.000e-01
1688424300,NaN,2.000e-01
1688424360,NaN,2.000e-01
1688424420,NaN,2.000e-01
1688424480,NaN,2.000e-01
1688424540,NaN,2.000e-01
1688424600,NaN,2.000e-01
1688424840,2.000e-01,NaN
1688424900,2.000e-01,NaN
1688424960,2.000e-01,NaN
1688425020,2.000e-01,NaN
1688425080,2.000e-01,NaN
1688425140,2.000e-01,NaN
1688425200,2.000e-01,NaN
1688425260,4.020e-01,NaN
1688425440,NaN,2.000e-01
1688425500,NaN,2.000e-01
1688425560,NaN,2.000e-01
1688425620,NaN,2.000e-01
1688425680,NaN,2.000e-01
1688425740,NaN,2.000e-01
1688425800,NaN,2.000e-01
1688426040,4.010e-01,NaN
1688426100,2.000e-01,NaN
1688426160,2.000e-01,NaN
1688426220,2.000e-01,NaN
1688426280,2.000e-01,NaN
1688426340,2.000e-01,NaN
1688426400,2.000e-01,NaN
1688426640,NaN,2.000e-01
1688426700,NaN,2.000e-01
1688426760,NaN,2.000e-01
1688426820,NaN,2.000e-01
1688426880,NaN,2.000e-01
1688426940,NaN,2.000e-01
1688427000,NaN,2.000e-01
1688427060,NaN,2.000e-01
1688427240,2.000e-01,NaN
1688427300,2.000e-01,NaN
1688427360,2.000e-01,NaN
1688427420,2.000e-01,NaN
1688427480,2.000e-01,NaN
1688427540,2.000e-01,NaN
1688427600,2.000e-01,NaN
1688427840,NaN,2.000e-01
1688427900,NaN,2.000e-01
1688427960,NaN,2.000e-01
1688428020,NaN,2.000e-01
1688428080,NaN,2.000e-01
1688428140,NaN,2.000e-01
1688428200,NaN,2.000e-01
1688428440,2.000e-01,NaN
1688428500,2.000e-01,NaN
1688428560,2.000e-01,NaN
1688428620,2.000e-01,NaN
1688428680,2.000e-01,NaN
1688428740,2.000e-01,NaN
1688428800,2.000e-01,NaN
1688428860,2.000e-01,NaN
1688429040,NaN,2.000e-01
1688429100,NaN,2.000e-01
1688429160,NaN,2.000e-01
1688429220,NaN,2.000e-01
1688429280,NaN,2.000e-01
1688429340,NaN,2.000e-01
1688429400,NaN,2.000e-01
1688429460,NaN,2.000e-01
1688429640,2.000e-01,NaN
1688429700,2.000e-01,NaN
1688429760,2.000e-01,NaN
1688429820,2.000e-01,NaN
1688429880,2.000e-01,NaN
1688429940,2.000e-01,NaN
1688430000,2.000e-01,NaN
1688430240,NaN,2.000e-01
1688430300,NaN,2.000e-01
1688430360,NaN,2.000e-01
1688430420,NaN,2.000e-01
1688430480,NaN,2.000e-01
1688430540,NaN,2.000e-01
1688430600,NaN,2.000e-01
1688430660,NaN,2.000e-01
1688430840,2.000e-01,NaN
1688430900,2.000e-01,NaN
1688430960,2.000e-01,NaN
1688431020,2.000e-01,NaN
1688431080,2.000e-01,NaN
1688431140,2.000e-01,NaN
1688431200,2.000e-01,NaN
1688431260,2.000e-01,NaN
1688431440,NaN,2.000e-01
1688431500,NaN,2.000e-01
1688431560,NaN,2.000e-01
1688431620,NaN,2.000e-01
1688431680,NaN,2.000e-01
1688431740,NaN,2.000e-01
1688431800,NaN,2.000e-01
1688432040,2.000e-01,NaN
1688432100,2.000e-01,NaN
1688432160,2.000e-01,NaN
1688432220,2.000e-01,NaN
1688432280,4.080e-01,NaN
1688432340,4.120e-01,NaN
1688432400,4.210e-01,NaN
1688432640,NaN,2.000e-01
1688432700,NaN,2.000e-01
1688432760,NaN,2.000e-01
1688432820,NaN,2.000e-01
1688432880,NaN,2.000e-01
1688432940,NaN,2.000e-01
1688433000,NaN,2.000e-01
1688433060,NaN,2.000e-01
1688433240,4.220e-01,NaN
1688433300,4.190e-01,NaN
1688433360,4.060e-01,NaN
1688433420,4.540e-01,NaN
1688433480,4.960e-01,NaN
1688433540,5.380e-01,NaN
1688433600,5.190e-01,NaN
1688433660,5.020e-01,NaN
1688433840,NaN,2.000e-01
1688433900,NaN,2.000e-01
1688433960,NaN,2.000e-01
