h2s,tz=0,v=1.5
time,h2s,so2
1689511500,1.073e+01,NaN
1689511560,1.235e+01,NaN
1689511620,1.383e+01,NaN
1689511680,1.406e+01,NaN
1689511860,NaN,2.000e-01
1689511920,NaN,2.000e-01
1689511980,NaN,2.000e-01
1689512040,NaN,2.000e-01
1689512100,NaN,2.000e-01
1689512160,NaN,2.000e-01
1689512220,NaN,2.000e-01
1689512280,NaN,2.000e-01
1689512460,1.384e+01,NaN
1689512520,1.164e+01,NaN
1689512580,8.090e+00,NaN
1689512640,4.481e+00,NaN
1689512700,1.838e+00,NaN
1689512760,1.024e+00,NaN
1689512820,9.940e-01,NaN
1689512880,9.780e-01,NaN
1689513060,NaN,2.000e-01
1689513120,NaN,2.000e-01
1689513180,NaN,2.000e-01
1689513240,NaN,2.000e-01
1689513300,NaN,2.000e-01
1689513360,NaN,2.000e-01
1689513420,NaN,2.000e-01
1689513480,NaN,2.000e-01
1689513660,9.710e-01,NaN
1689513720,9.700e-01,NaN
1689513780,9.740e-01,NaN
1689513840,9.270e-01,NaN
1689513900,8.840e-01,NaN
1689513960,8.360e-01,NaN
1689514020,8.110e-01,NaN
1689514080,7.660e-01,NaN
1689514260,NaN,2.000e-01
1689514320,NaN,2.000e-01
1689514380,NaN,2.000e-01
1689514440,NaN,2.000e-01
1689514500,NaN,2.000e-01
1689514560,NaN,2.000e-01
1689514620,NaN,2.000e-01
1689514680,NaN,2.000e-01
1689514860,7.500e-01,NaN
1689514920,7.610e-01,NaN
1689514980,7.670e-01,NaN
1689515040,7.970e-01,NaN
1689515100,8.410e-01,NaN
1689515160,9.550e-01,NaN
1689515220,1.185e+00,NaN
1689515280,1.361e+00,NaN
1689515460,NaN,2.000e-01
1689515520,NaN,2.000e-01
1689515580,NaN,2.000e-01
1689515640,NaN,2.000e-01
1689515700,NaN,2.000e-01
1689515760,NaN,4.160e-01
1689515820,NaN,5.640e-01
1689515880,NaN,6.190e-01
1689516060,1.411e+00,NaN
1689516120,1.637e+00,NaN
1689516180,1.810e+00,NaN
1689516240,1.870e+00,NaN
1689516300,1.790e+00,NaN
1689516360,1.645e+00,NaN
1689516420,1.405e+00,NaN
1689516480,1.263e+00,NaN
1689516660,NaN,6.170e-01
1689516720,NaN,5.670e-01
1689516780,NaN,4.220e-01
1689516840,NaN,2.000e-01
1689516900,NaN,2.000e-01
1689516960,NaN,2.000e-01
1689517020,NaN,2.000e-01
1689517080,NaN,2.000e-01
1689517260,1.218e+00,NaN
1689517320,1.108e+00,NaN
1689517380,1.147e+00,NaN
1689517440,1.144e+00,NaN
1689517500,1.137e+00,NaN
1689517560,1.257e+00,NaN
1689517620,1.214e+00,NaN
1689517680,1.161e+00,NaN
1689517860,NaN,2.000e-01
1689517920,NaN,2.000e-01
1689517980,NaN,2.000e-01
1689518040,NaN,2.000e-01
1689518100,NaN,2.000e-01
1689518160,NaN,2.000e-01
1689518220,NaN,2.000e-01
1689518280,NaN,2.000e-01
1689518460,1.170e+00,NaN
1689518520,1.160e+00,NaN
1689518580,1.076e+00,NaN
1689518640,9.620e-01,NaN
1689518700,9.190e-01,NaN
1689518760,9.020e-01,NaN
1689518820,9.590e-01,NaN
1689518880,9.770e-01,NaN
1689519060,NaN,2.000e-01
1689519120,NaN,2.000e-01
1689519180,NaN,2.000e-01
1689519240,NaN,2.000e-01
1689519300,NaN,2.000e-01
1689519360,NaN,2.000e-01
1689519420,NaN,2.000e-01
1689519480,NaN,2.000e-01
1689519660,9.820e-01,NaN
1689519720,9.690e-01,NaN
1689519780,9.660e-01,NaN
1689519840,9.620e-01,NaN
1689519900,9.660e-01,NaN
1689519960,9.750e-01,NaN
1689520020,9.540e-01,NaN
1689520080,9.340e-01,NaN
1689520260,NaN,2.000e-01
1689520320,NaN,2.000e-01
1689520380,NaN,2.000e-01
1689520440,NaN,2.000e-01
1689520500,NaN,2.000e-01
1689520560,NaN,2.000e-01
1689520620,NaN,2.000e-01
1689520680,NaN,2.000e-01
1689520860,9.310e-01,NaN
1689520920,9.000e-01,NaN
1689520980,8.490e-01,NaN
1689521040,8.420e-01,NaN
1689521100,8.700e-01,NaN
1689521160,8.720e-01,NaN
1689521220,9.030e-01,NaN
1689521280,9.130e-01,NaN
1689521460,NaN,2.000e-01
1689521520,NaN,2.000e-01
1689521580,NaN,2.000e-01
1689521640,NaN,2.000e-01
1689521700,NaN,2.000e-01
1689521760,NaN,2.000e-01
1689521820,NaN,2.000e-01
1689521880,NaN,2.000e-01
1689522060,9.210e-01,NaN
1689522120,8.990e-01,NaN
1689522180,8.960e-01,NaN
1689522240,9.110e-01,NaN
1689522300,8.840e-01,NaN
1689522360,8.700e-01,NaN
1689522420,8.620e-01,NaN
1689522480,8.490e-01,NaN
1689522660,NaN,2.000e-01
1689522720,NaN,2.000e-01
1689522780,NaN,2.000e-01
1689522840,NaN,2.000e-01
1689522900,NaN,2.000e-01
1689522960,NaN,2.000e-01
1689523020,NaN,2.000e-01
1689523080,NaN,2.000e-01
1689523260,8.450e-01,NaN
1689523320,8.620e-01,NaN
1689523380,8.740e-01,NaN
1689523440,8.870e-01,NaN
1689523500,9.120e-01,NaN
1689523560,8.570e-01,NaN
1689523620,8.070e-01,NaN
1689523680,7.890e-01,NaN
1689523860,NaN,2.000e-01
1689523920,NaN,2.000e-01
1689523980,NaN,2.000e-01
1689524040,NaN,2.000e-01
1689524100,NaN,2.000e-01
1689524160,NaN,2.000e-01
1689524220,NaN,2.000e-01
1689524280,NaN,2.000e-01
1689524460,7.800e-01,NaN
1689524520,7.720e-01,NaN
1689524580,7.830e-01,NaN
1689524640,8.160e-01,NaN
1689524700,8.140e-01,NaN
1689524760,8.180e-01,NaN
1689524820,8.060e-01,NaN
1689524880,7.940e-01,NaN
1689525060,NaN,2.000e-01
1689525120,NaN,2.000e-01
1689525180,NaN,2.000e-01
1689525240,NaN,2.000e-01
1689525300,NaN,2.000e-01
1689525360,NaN,2.000e-01
1689525420,NaN,2.000e-01
1689525480,NaN,2.000e-01
1689525720,7.860e-01,NaN
1689525780,7.470e-01,NaN
1689525840,7.350e-01,NaN
1689525900,7.490e-01,NaN
1689525960,7.530e-01,NaN
1689526020,7.410e-01,NaN
1689526080,7.300e-01,NaN
1689526260,NaN,2.000e-01
1689526320,NaN,2.000e-01
1689526380,NaN,2.000e-01
1689526440,NaN,2.000e-01
1689526500,NaN,2.000e-01
1689526560,NaN,2.000e-01
1689526620,NaN,2.000e-01
1689526680,NaN,2.000e-01
1689526860,7.360e-01,NaN
1689526920,7.210e-01,NaN
1689526980,6.820e-01,NaN
1689527040,6.540e-01,NaN
1689527100,6.750e-01,NaN
1689527160,6.650e-01,NaN
1689527220,6.640e-01,NaN
1689527280,6.780e-01,NaN
1689527460,NaN,2.000e-01
1689527520,NaN,2.000e-01
1689527580,NaN,2.000e-01
1689527640,NaN,2.000e-01
1689527700,NaN,2.000e-01
1689527760,NaN,2.000e-01
1689527820,NaN,2.000e-01
1689527880,NaN,2.000e-01
1689528060,6.880e-01,NaN
1689528120,6.770e-01,NaN
1689528180,6.850e-01,NaN
1689528240,6.860e-01,NaN
1689528300,6.830e-01,NaN
1689528360,7.410e-01,NaN
1689528420,7.630e-01,NaN
1689528660,NaN,2.000e-01
1689528720,NaN,2.000e-01
1689528780,NaN,2.000e-01
1689528840,NaN,2.000e-01
1689528900,NaN,2.000e-01
1689528960,NaN,2.000e-01
1689529020,NaN,2.000e-01
1689529080,NaN,2.000e-01
1689529260,7.620e-01,NaN
1689529320,7.750e-01,NaN
1689529380,7.390e-01,NaN
1689529440,7.120e-01,NaN
1689529500,6.720e-01,NaN
1689529560,6.770e-01,NaN
1689529620,6.720e-01,NaN
1689529680,6.710e-01,NaN
1689529860,NaN,2.000e-01
1689529920,NaN,2.000e-01
1689529980,NaN,2.000e-01
1689530040,NaN,4.600e-01
1689530100,NaN,5.360e-01
1689530160,NaN,5.990e-01
1689530220,NaN,6.340e-01
1689530280,NaN,6.450e-01
1689530460,6.640e-01,NaN
1689530520,6.320e-01,NaN
1689530580,6.110e-01,NaN
1689530640,5.620e-01,NaN
1689530700,5.500e-01,NaN
1689530760,5.470e-01,NaN
1689530820,5.660e-01,NaN
1689530880,5.820e-01,NaN
1689531060,NaN,6.440e-01
1689531120,NaN,6.390e-01
1689531180,NaN,5.510e-01
1689531240,NaN,4.770e-01
1689531300,NaN,4.030e-01
1689531360,NaN,2.000e-01
1689531420,NaN,2.000e-01
1689531480,NaN,2.000e-01
1689531720,5.850e-01,NaN
1689531780,5.880e-01,NaN
1689531840,5.900e-01,NaN
1689531900,5.450e-01,NaN
1689531960,5.270e-01,NaN
1689532020,5.380e-01,NaN
1689532080,5.320e-01,NaN
1689532260,NaN,2.000e-01
1689532320,NaN,2.000e-01
1689532380,NaN,2.000e-01
1689532440,NaN,2.000e-01
1689532500,NaN,2.000e-01
1689532560,NaN,2.000e-01
1689532620,NaN,2.000e-01
1689532680,NaN,2.000e-01
1689532860,5.320e-01,NaN
1689532920,5.160e-01,NaN
1689532980,4.840e-01,NaN
1689533040,4.240e-01,NaN
1689533100,2.000e-01,NaN
1689533160,2.000e-01,NaN
1689533220,2.000e-01,NaN
1689533280,2.000e-01,NaN
1689533460,NaN,2.000e-01
1689533520,NaN,2.000e-01
1689533580,NaN,2.000e-01
1689533640,NaN,2.000e-01
1689533700,NaN,2.000e-01
1689533760,NaN,2.000e-01
1689533820,NaN,2.000e-01
1689533880,NaN,2.000e-01
1689534060,2.000e-01,NaN
1689534120,2.000e-01,NaN
1689534180,4.400e-01,NaN
1689534240,4.900e-01,NaN
1689534300,5.310e-01,NaN
1689534360,5.150e-01,NaN
1689534420,4.650e-01,NaN
1689534480,4.580e-01,NaN
1689534660,NaN,2.000e-01
1689534720,NaN,2.000e-01
1689534780,NaN,2.000e-01
1689534840,NaN,2.000e-01
1689534900,NaN,2.000e-01
1689534960,NaN,4.060e-01
1689535020,NaN,4.090e-01
1689535080,NaN,2.000e-01
1689535320,4.540e-01,NaN
1689535380,4.320e-01,NaN
1689535440,4.880e-01,NaN
1689535500,5.070e-01,NaN
1689535560,4.910e-01,NaN
1689535620,5.150e-01,NaN
1689535680,4.930e-01,NaN
1689535860,NaN,4.070e-01
1689535920,NaN,2.000e-01
1689535980,NaN,2.000e-01
1689536040,NaN,2.000e-01
1689536100,NaN,2.000e-01
1689536160,NaN,2.000e-01
1689536220,NaN,4.010e-01
1689536280,NaN,4.090e-01
1689536460,4.820e-01,NaN
1689536520,4.860e-01,NaN
1689536580,5.170e-01,NaN
1689536640,5.400e-01,NaN
1689536700,5.620e-01,NaN
1689536760,5.770e-01,NaN
1689536820,5.570e-01,NaN
1689536880,5.200e-01,NaN
1689537060,NaN,4.080e-01
1689537120,NaN,4.140e-01
1689537180,NaN,4.080e-01
1689537240,NaN,2.000e-01
1689537300,NaN,2.000e-01
1689537360,NaN,2.000e-01
1689537420,NaN,2.000e-01
1689537480,NaN,2.000e-01
1689537660,5.010e-01,NaN
1689537720,4.730e-01,NaN
1689537780,4.390e-01,NaN
1689537840,4.340e-01,NaN
1689537900,4.200e-01,NaN
1689537960,4.130e-01,NaN
1689538020,2.000e-01,NaN
1689538080,2.000e-01,NaN
1689538260,NaN,2.000e-01
1689538320,NaN,2.000e-01
1689538380,NaN,2.000e-01
1689538440,NaN,2.000e-01
1689538500,NaN,2.000e-01
1689538560,NaN,2.000e-01
1689538620,NaN,2.000e-01
1689538680,NaN,2.000e-01
1689538920,2.000e-01,NaN
1689538980,4.040e-01,NaN
1689539040,4.290e-01,NaN
1689539100,4.350e-01,NaN
1689539160,4.150e-01,NaN
1689539220,4.180e-01,NaN
1689539280,4.140e-01,NaN
1689539460,NaN,2.000e-01
1689539520,NaN,2.000e-01
1689539580,NaN,2.000e-01
1689539640,NaN,2.000e-01
1689539700,NaN,2.000e-01
1689539760,NaN,2.000e-01
1689539820,NaN,2.000e-01
1689539880,NaN,2.000e-01
1689540060,4.180e-01,NaN
1689540120,4.370e-01,NaN
1689540180,4.670e-01,NaN
1689540240,4.900e-01,NaN
1689540300,4.830e-01,NaN
1689540360,4.540e-01,NaN
1689540420,4.580e-01,NaN
1689540480,4.400e-01,NaN
1689540660,NaN,2.000e-01
1689540720,NaN,2.000e-01
1689540780,NaN,2.000e-01
1689540840,NaN,2.000e-01
1689540900,NaN,2.000e-01
1689540960,NaN,2.000e-01
1689541020,NaN,2.000e-01
1689541080,NaN,2.000e-01
1689541260,4.450e-01,NaN
1689541320,4.150e-01,NaN
1689541380,4.050e-01,NaN
1689541440,4.000e-01,NaN
1689541500,2.000e-01,NaN
1689541560,2.000e-01,NaN
1689541620,2.000e-01,NaN
1689541680,2.000e-01,NaN
1689541860,NaN,2.000e-01
1689541920,NaN,2.000e-01
1689541980,NaN,2.000e-01
1689542040,NaN,2.000e-01
1689542100,NaN,2.000e-01
1689542160,NaN,2.000e-01
1689542220,NaN,2.000e-01
1689542280,NaN,2.000e-01
1689542460,2.000e-01,NaN
1689542520,2.000e-01,NaN
1689542580,2.000e-01,NaN
1689542640,2.000e-01,NaN
1689542700,4.190e-01,NaN
1689542760,4.350e-01,NaN
1689542820,4.180e-01,NaN
1689542880,4.130e-01,NaN
1689543060,NaN,2.000e-01
1689543120,NaN,2.000e-01
1689543180,NaN,2.000e-01
1689543240,NaN,2.000e-01
1689543300,NaN,2.000e-01
1689543360,NaN,2.000e-01
1689543420,NaN,2.000e-01
1689543480,NaN,2.000e-01
1689543660,4.070e-01,NaN
1689543720,2.000e-01,NaN
1689543780,2.000e-01,NaN
1689543840,2.000e-01,NaN
1689543900,2.000e-01,NaN
1689543960,2.000e-01,NaN
1689544020,2.000e-01,NaN
1689544080,2.000e-01,NaN
1689544260,NaN,2.000e-01
1689544320,NaN,2.000e-01
1689544380,NaN,2.000e-01
1689544440,NaN,2.000e-01
1689544500,NaN,2.000e-01
1689544560,NaN,2.000e-01
1689544620,NaN,2.000e-01
1689544680,NaN,2.000e-01
1689544860,2.000e-01,NaN
1689544920,2.000e-01,NaN
1689544980,2.000e-01,NaN
1689545040,2.000e-01,NaN
1689545100,2.000e-01,NaN
1689545160,2.000e-01,NaN
1689545220,2.000e-01,NaN
1689545280,2.000e-01,NaN
1689545520,NaN,2.000e-01
1689545580,NaN,2.000e-01
1689545640,NaN,2.000e-01
1689545700,NaN,2.000e-01
1689545760,NaN,2.000e-01
1689545820,NaN,2.000e-01
1689545880,NaN,2.000e-01
1689546060,2.000e-01,NaN
1689546120,2.000e-01,NaN
1689546180,2.000e-01,NaN
1689546240,2.000e-01,NaN
1689546300,2.000e-01,NaN
1689546360,2.000e-01,NaN
1689546420,2.000e-01,NaN
1689546480,2.000e-01,NaN
1689546660,NaN,2.000e-01
1689546720,NaN,2.000e-01
1689546780,NaN,2.000e-01
1689546840,NaN,2.000e-01
1689546900,NaN,2.000e-01
1689546960,NaN,2.000e-01
1689547020,NaN,2.000e-01
1689547080,NaN,2.000e-01
1689547260,2.000e-01,NaN
1689547320,2.000e-01,NaN
1689547380,2.000e-01,NaN
1689547440,2.000e-01,NaN
1689547500,2.000e-01,NaN
1689547560,2.000e-01,NaN
1689547620,2.000e-01,NaN
1689547680,2.000e-01,NaN
1689547860,NaN,2.000e-01
1689547920,NaN,2.000e-01
1689547980,NaN,2.000e-01
1689548040,NaN,2.000e-01
1689548100,NaN,2.000e-01
1689548160,NaN,2.000e-01
1689548220,NaN,2.000e-01
1689548280,NaN,2.000e-01
1689548520,2.000e-01,NaN
1689548580,2.000e-01,NaN
1689548640,2.000e-01,NaN
1689548700,2.000e-01,NaN
1689548760,2.000e-01,NaN
1689548820,2.000e-01,NaN
1689549060,NaN,2.000e-01
1689549120,NaN,2.000e-01
1689549180,NaN,2.000e-01
1689549240,NaN,2.000e-01
1689549300,NaN,2.000e-01
1689549360,NaN,2.000e-01
1689549420,NaN,2.000e-01
1689549480,NaN,2.000e-01
1689549660,2.000e-01,NaN
1689549720,2.000e-01,NaN
1689549780,2.000e-01,NaN
1689549840,2.000e-01,NaN
1689549900,2.000e-01,NaN
1689549960,2.000e-01,NaN
1689550020,2.000e-01,NaN
1689550080,2.000e-01,NaN
1689550260,NaN,2.000e-01
1689550320,NaN,2.000e-01
1689550380,NaN,2.000e-01
1689550440,NaN,2.000e-01
1689550500,NaN,2.000e-01
1689550560,NaN,2.000e-01
1689550620,NaN,2.000e-01
1689550680,NaN,2.000e-01
1689550860,2.000e-01,NaN
1689550920,2.000e-01,NaN
1689550980,2.000e-01,NaN
1689551040,2.000e-01,NaN
1689551100,4.220e-01,NaN
1689551160,4.180e-01,NaN
1689551220,4.060e-01,NaN
1689551280,2.000e-01,NaN
1689551460,NaN,2.000e-01
1689551520,NaN,2.000e-01
1689551580,NaN,2.000e-01
1689551640,NaN,2.000e-01
1689551700,NaN,2.000e-01
1689551760,NaN,2.000e-01
1689551820,NaN,2.000e-01
1689551880,NaN,2.000e-01
1689552060,2.000e-01,NaN
1689552120,2.000e-01,NaN
1689552180,2.000e-01,NaN
1689552240,2.000e-01,NaN
1689552300,2.000e-01,NaN
1689552360,2.000e-01,NaN
1689552420,2.000e-01,NaN
1689552480,2.000e-01,NaN
1689552660,NaN,2.000e-01
1689552720,NaN,2.000e-01
1689552780,NaN,2.000e-01
1689552840,NaN,2.000e-01
1689552900,NaN,2.000e-01
1689552960,NaN,2.000e-01
1689553020,NaN,2.000e-01
1689553080,NaN,2.000e-01
1689553260,2.000e-01,NaN
1689553320,2.000e-01,NaN
1689553380,2.000e-01,NaN
1689553440,2.000e-01,NaN
1689553500,2.000e-01,NaN
1689553560,2.000e-01,NaN
1689553620,2.000e-01,NaN
1689553680,2.000e-01,NaN
1689553860,NaN,2.000e-01
1689553920,NaN,2.000e-01
1689553980,NaN,2.000e-01
1689554040,NaN,2.000e-01
1689554100,NaN,2.000e-01
1689554160,NaN,2.000e-01
1689554220,NaN,2.000e-01
1689554280,NaN,2.000e-01
1689554460,2.000e-01,NaN
1689554520,2.000e-01,NaN
1689554580,2.000e-01,NaN
1689554640,2.000e-01,NaN
1689554700,2.000e-01,NaN
1689554760,2.000e-01,NaN
1689554820,2.000e-01,NaN
1689554880,4.110e-01,NaN
1689555060,NaN,2.000e-01
1689555120,NaN,2.000e-01
1689555180,NaN,2.000e-01
1689555240,NaN,2.000e-01
1689555300,NaN,2.000e-01
1689555360,NaN,2.000e-01
1689555420,NaN,2.000e-01
1689555480,NaN,2.000e-01
1689555720,4.380e-01,NaN
1689555780,4.660e-01,NaN
1689555840,4.460e-01,NaN
1689555900,2.000e-01,NaN
1689555960,2.000e-01,NaN
1689556020,2.000e-01,NaN
1689556080,2.000e-01,NaN
1689556260,NaN,2.000e-01
1689556320,NaN,2.000e-01
1689556380,NaN,2.000e-01
1689556440,NaN,2.000e-01
1689556500,NaN,2.000e-01
1689556560,NaN,2.000e-01
1689556620,NaN,2.000e-01
1689556680,NaN,2.000e-01
1689556860,2.000e-01,NaN
1689556920,2.000e-01,NaN
1689556980,4.200e-01,NaN
1689557040,4.290e-01,NaN
1689557100,4.160e-01,NaN
1689557160,4.290e-01,NaN
1689557220,4.480e-01,NaN
1689557280,4.460e-01,NaN
1689557460,NaN,2.000e-01
1689557520,NaN,2.000e-01
1689557580,NaN,2.000e-01
1689557640,NaN,2.000e-01
1689557700,NaN,2.000e-01
1689557760,NaN,2.000e-01
1689557820,NaN,2.000e-01
1689557880,NaN,2.000e-01
1689558060,4.510e-01,NaN
1689558120,4.890e-01,NaN
1689558180,4.750e-01,NaN
1689558240,4.400e-01,NaN
1689558300,4.420e-01,NaN
1689558360,4.590e-01,NaN
1689558420,4.460e-01,NaN
1689558480,4.450e-01,NaN
1689558660,NaN,2.000e-01
1689558720,NaN,2.000e-01
1689558780,NaN,2.000e-01
1689558840,NaN,2.000e-01
1689558900,NaN,2.000e-01
1689558960,NaN,2.000e-01
1689559020,NaN,2.000e-01
1689559080,NaN,2.000e-01
1689559260,4.420e-01,NaN
1689559320,4.090e-01,NaN
1689559380,2.000e-01,NaN
1689559440,2.000e-01,NaN
1689559500,2.000e-01,NaN
1689559560,4.230e-01,NaN
1689559620,4.320e-01,NaN
1689559680,4.040e-01,NaN
1689559860,NaN,2.000e-01
1689559920,NaN,2.000e-01
1689559980,NaN,2.000e-01
1689560040,NaN,2.000e-01
1689560100,NaN,2.000e-01
1689560160,NaN,2.000e-01
1689560220,NaN,2.000e-01
1689560280,NaN,2.000e-01
1689560460,2.000e-01,NaN
1689560520,2.000e-01,NaN
1689560580,2.000e-01,NaN
1689560640,2.000e-01,NaN
1689560700,2.000e-01,NaN
1689560760,4.030e-01,NaN
1689560820,2.000e-01,NaN
1689560880,2.000e-01,NaN
1689561060,NaN,2.000e-01
1689561120,NaN,2.000e-01
1689561180,NaN,2.000e-01
1689561240,NaN,2.000e-01
1689561300,NaN,2.000e-01
1689561360,NaN,2.000e-01
1689561420,NaN,2.000e-01
1689561480,NaN,2.000e-01
1689561660,2.000e-01,NaN
1689561720,2.000e-01,NaN
1689561780,2.000e-01,NaN
1689561840,2.000e-01,NaN
1689561900,2.000e-01,NaN
1689561960,2.000e-01,NaN
1689562020,2.000e-01,NaN
1689562080,2.000e-01,NaN
1689562260,NaN,2.000e-01
1689562320,NaN,2.000e-01
1689562380,NaN,2.000e-01
1689562440,NaN,2.000e-01
1689562500,NaN,2.000e-01
1689562560,NaN,2.000e-01
1689562620,NaN,2.000e-01
1689562680,NaN,2.000e-01
1689562860,4.060e-01,NaN
1689562920,2.000e-01,NaN
1689562980,2.000e-01,NaN
1689563040,2.000e-01,NaN
1689563100,2.000e-01,NaN
1689563160,2.000e-01,NaN
1689563220,2.000e-01,NaN
1689563280,2.000e-01,NaN
1689563460,NaN,2.000e-01
1689563520,NaN,2.000e-01
1689563580,NaN,2.000e-01
1689563640,NaN,2.000e-01
1689563700,NaN,2.000e-01
1689563760,NaN,2.000e-01
1689563820,NaN,2.000e-01
1689563880,NaN,2.000e-01
1689564060,2.000e-01,NaN
1689564120,2.000e-01,NaN
1689564180,2.000e-01,NaN
1689564240,2.000e-01,NaN
1689564300,2.000e-01,NaN
1689564360,2.000e-01,NaN
1689564420,2.000e-01,NaN
1689564480,2.000e-01,NaN
1689564660,NaN,2.000e-01
1689564720,NaN,2.000e-01
1689564780,NaN,2.000e-01
1689564840,NaN,2.000e-01
1689564900,NaN,2.000e-01
1689564960,NaN,2.000e-01
1689565020,NaN,2.000e-01
1689565080,NaN,2.000e-01
1689565320,4.110e-01,NaN
1689565380,4.730e-01,NaN
1689565440,5.290e-01,NaN
1689565500,5.900e-01,NaN
1689565560,6.120e-01,NaN
1689565620,6.100e-01,NaN
1689565680,5.950e-01,NaN
1689565860,NaN,2.000e-01
1689565920,NaN,2.000e-01
1689565980,NaN,2.000e-01
1689566040,NaN,2.000e-01
1689566100,NaN,2.000e-01
1689566160,NaN,2.000e-01
1689566220,NaN,2.000e-01
1689566280,NaN,2.000e-01
1689566520,5.710e-01,NaN
1689566580,5.650e-01,NaN
1689566640,5.520e-01,NaN
1689566700,5.490e-01,NaN
1689566760,5.160e-01,NaN
1689566820,5.050e-01,NaN
1689566880,4.600e-01,NaN
1689567060,NaN,2.000e-01
1689567120,NaN,2.000e-01
1689567180,NaN,2.000e-01
1689567240,NaN,2.000e-01
1689567300,NaN,2.000e-01
1689567360,NaN,2.000e-01
1689567420,NaN,2.000e-01
1689567480,NaN,2.000e-01
1689567660,4.690e-01,NaN
1689567720,4.810e-01,NaN
1689567780,4.990e-01,NaN
1689567840,5.510e-01,NaN
1689567900,5.920e-01,NaN
1689567960,6.310e-01,NaN
1689568020,6.530e-01,NaN
1689568080,6.640e-01,NaN
1689568260,NaN,2.000e-01
1689568320,NaN,2.000e-01
1689568380,NaN,2.000e-01
1689568440,NaN,2.000e-01
1689568500,NaN,2.000e-01
1689568560,NaN,2.000e-01
1689568620,NaN,2.000e-01
1689568680,NaN,2.000e-01
1689568860,6.570e-01,NaN
1689568920,6.710e-01,NaN
1689568980,6.770e-01,NaN
1689569040,6.740e-01,NaN
1689569100,6.710e-01,NaN
1689569160,6.620e-01,NaN
1689569220,6.660e-01,NaN
1689569280,6.900e-01,NaN
1689569460,NaN,2.000e-01
1689569520,NaN,2.000e-01
1689569580,NaN,2.000e-01
1689569640,NaN,2.000e-01
1689569700,NaN,2.000e-01
1689569760,NaN,2.000e-01
1689569820,NaN,2.000e-01
1689569880,NaN,2.000e-01
1689570060,6.760e-01,NaN
1689570120,6.500e-01,NaN
1689570180,6.450e-01,NaN
1689570240,6.270e-01,NaN
1689570300,6.220e-01,NaN
1689570360,6.430e-01,NaN
1689570420,6.860e-01,NaN
1689570480,7.080e-01,NaN
1689570540,7.240e-01,NaN
1689570600,7.240e-01,NaN
1689570660,NaN,2.000e-01
1689570720,NaN,2.000e-01
1689570780,NaN,2.000e-01
1689570840,NaN,2.000e-01
1689570900,NaN,2.000e-01
1689570960,NaN,2.000e-01
1689571020,NaN,2.000e-01
1689571080,NaN,2.000e-01
1689571260,7.250e-01,NaN
1689571320,7.430e-01,NaN
1689571380,7.580e-01,NaN
1689571440,7.900e-01,NaN
1689571500,8.040e-01,NaN
1689571560,8.200e-01,NaN
1689571620,8.080e-01,NaN
1689571680,7.540e-01,NaN
1689571920,NaN,2.000e-01
1689571980,NaN,2.000e-01
1689572040,NaN,2.000e-01
1689572100,NaN,2.000e-01
1689572160,NaN,2.000e-01
1689572220,NaN,2.000e-01
1689572280,NaN,2.000e-01
1689572460,7.330e-01,NaN
1689572520,7.460e-01,NaN
1689572580,7.590e-01,NaN
1689572640,7.350e-01,NaN
1689572700,7.450e-01,NaN
1689572760,7.510e-01,NaN
1689572820,7.150e-01,NaN
1689572880,6.860e-01,NaN
1689573060,NaN,2.000e-01
1689573120,NaN,2.000e-01
1689573180,NaN,2.000e-01
1689573240,NaN,2.000e-01
1689573300,NaN,2.000e-01
1689573360,NaN,2.000e-01
1689573420,NaN,2.000e-01
1689573480,NaN,2.000e-01
1689573660,6.680e-01,NaN
1689573720,6.740e-01,NaN
1689573780,6.350e-01,NaN
1689573840,6.250e-01,NaN
1689573900,5.810e-01,NaN
1689573960,5.710e-01,NaN
1689574020,5.650e-01,NaN
1689574080,5.570e-01,NaN
1689574260,NaN,2.000e-01
1689574320,NaN,2.000e-01
1689574380,NaN,2.000e-01
1689574440,NaN,2.000e-01
1689574500,NaN,2.000e-01
1689574560,NaN,2.000e-01
1689574620,NaN,2.000e-01
1689574680,NaN,2.000e-01
1689574920,5.550e-01,NaN
1689574980,5.490e-01,NaN
1689575040,5.270e-01,NaN
1689575100,4.980e-01,NaN
1689575160,5.110e-01,NaN
1689575220,5.160e-01,NaN
1689575280,5.440e-01,NaN
1689575460,NaN,2.000e-01
1689575520,NaN,2.000e-01
1689575580,NaN,2.000e-01
1689575640,NaN,2.000e-01
1689575700,NaN,2.000e-01
1689575760,NaN,2.000e-01
1689575820,NaN,2.000e-01
1689575880,NaN,2.000e-01
1689576060,5.540e-01,NaN
1689576120,5.320e-01,NaN
1689576180,5.190e-01,NaN
1689576240,4.940e-01,NaN
1689576300,4.640e-01,NaN
1689576360,4.580e-01,NaN
1689576420,4.790e-01,NaN
1689576480,4.730e-01,NaN
1689576660,NaN,2.000e-01
1689576720,NaN,2.000e-01
1689576780,NaN,2.000e-01
1689576840,NaN,2.000e-01
1689576900,NaN,2.000e-01
1689576960,NaN,2.000e-01
1689577020,NaN,2.000e-01
1689577080,NaN,2.000e-01
1689577320,4.670e-01,NaN
1689577380,4.940e-01,NaN
1689577440,4.800e-01,NaN
1689577500,4.610e-01,NaN
1689577560,5.140e-01,NaN
1689577620,5.260e-01,NaN
1689577680,5.050e-01,NaN
1689577860,NaN,2.000e-01
