nox,tz=0,v=1.5
time,no,no2,nox
1682076660,1.470e-01,4.832e+00,4.979e+00
1682076720,1.430e-01,4.672e+00,4.815e+00
1682076780,1.430e-01,4.486e+00,4.629e+00
1682076840,1.370e-01,4.347e+00,4.484e+00
1682076900,1.260e-01,4.250e+00,4.376e+00
1682076960,1.140e-01,4.253e+00,4.367e+00
1682077020,1.080e-01,4.252e+00,4.360e+00
1682077080,1.110e-01,4.220e+00,4.332e+00
1682077140,1.100e-01,4.221e+00,4.331e+00
1682077200,1.350e-01,4.271e+00,4.406e+00
1682077260,1.420e-01,4.299e+00,4.441e+00
1682077320,1.450e-01,4.343e+00,4.488e+00
1682077380,1.630e-01,4.501e+00,4.664e+00
1682077440,1.920e-01,4.819e+00,5.011e+00
1682077500,4.210e-01,5.751e+00,6.172e+00
1682077560,6.340e-01,7.260e+00,7.894e+00
1682077620,7.720e-01,8.780e+00,9.560e+00
1682077680,8.550e-01,1.020e+01,1.105e+01
1682077740,1.038e+00,1.192e+01,1.296e+01
1682077800,1.256e+00,1.374e+01,1.500e+01
1682077860,1.431e+00,1.542e+01,1.685e+01
1682077920,1.628e+00,1.692e+01,1.855e+01
1682077980,1.574e+00,1.765e+01,1.923e+01
1682078040,1.619e+00,1.777e+01,1.939e+01
1682078100,1.649e+00,1.784e+01,1.949e+01
1682078160,1.625e+00,1.768e+01,1.931e+01
1682078220,1.549e+00,1.718e+01,1.873e+01
1682078280,1.396e+00,1.638e+01,1.777e+01
1682078340,1.261e+00,1.558e+01,1.685e+01
1682078400,1.065e+00,1.469e+01,1.575e+01
1682078460,9.020e-01,1.383e+01,1.473e+01
1682078520,7.500e-01,1.484e+01,1.559e+01
1682078580,6.600e-01,1.440e+01,1.506e+01
1682078640,8.510e-01,1.478e+01,1.563e+01
1682078700,9.310e-01,1.428e+01,1.521e+01
1682078760,8.680e-01,1.395e+01,1.482e+01
1682078820,8.020e-01,1.356e+01,1.437e+01
1682078880,7.320e-01,1.305e+01,1.378e+01
1682078940,6.460e-01,1.245e+01,1.309e+01
1682079000,5.640e-01,1.186e+01,1.242e+01
1682079060,4.720e-01,1.115e+01,1.162e+01
1682079120,3.920e-01,1.040e+01,1.079e+01
1682079180,3.200e-01,9.680e+00,1.000e+01
1682079240,2.920e-01,9.190e+00,9.480e+00
1682079300,2.770e-01,8.900e+00,9.180e+00
1682079360,2.620e-01,8.800e+00,9.060e+00
1682079420,2.650e-01,8.790e+00,9.060e+00
1682079480,2.610e-01,8.680e+00,8.940e+00
1682079540,2.530e-01,8.630e+00,8.880e+00
1682079600,2.460e-01,8.550e+00,8.800e+00
1682079660,2.360e-01,8.430e+00,8.670e+00
1682079720,1.093e+00,9.110e+00,1.020e+01
1682079780,6.560e-01,8.810e+00,9.460e+00
1682079840,7.710e-01,8.140e+00,8.910e+00
1682079900,3.110e-01,7.273e+00,7.584e+00
1682079960,2.690e-01,7.061e+00,7.330e+00
1682080020,2.820e-01,7.085e+00,7.367e+00
1682080080,2.830e-01,7.101e+00,7.384e+00
1682080140,2.900e-01,7.088e+00,7.378e+00
1682080200,3.210e-01,7.230e+00,7.552e+00
1682080260,3.830e-01,7.415e+00,7.797e+00
1682080320,3.960e-01,7.451e+00,7.846e+00
1682080380,4.030e-01,7.558e+00,7.960e+00
1682080440,4.190e-01,7.661e+00,8.080e+00
1682080500,4.290e-01,7.753e+00,8.180e+00
1682080560,4.540e-01,7.905e+00,8.360e+00
1682080620,4.800e-01,8.180e+00,8.660e+00
1682080680,4.930e-01,8.270e+00,8.760e+00
1682080740,4.900e-01,8.570e+00,9.060e+00
1682080800,5.680e-01,9.100e+00,9.670e+00
1682080860,6.860e-01,9.740e+00,1.043e+01
1682080920,7.910e-01,1.035e+01,1.114e+01
1682080980,9.360e-01,1.091e+01,1.185e+01
1682081040,1.149e+00,1.131e+01,1.246e+01
1682081100,1.511e+00,1.138e+01,1.289e+01
1682081160,1.700e+00,1.180e+01,1.350e+01
1682081220,1.902e+00,1.210e+01,1.400e+01
1682081280,1.975e+00,1.180e+01,1.377e+01
1682081340,2.484e+00,1.170e+01,1.419e+01
1682081400,1.741e+00,1.160e+01,1.334e+01
1682081460,1.357e+00,9.260e+00,1.062e+01
1682081520,1.558e+00,8.500e+00,1.006e+01
1682081580,1.575e+00,8.690e+00,1.027e+01
1682081640,1.545e+00,8.910e+00,1.045e+01
1682081700,1.609e+00,9.040e+00,1.065e+01
1682081760,1.649e+00,9.250e+00,1.090e+01
1682081820,1.795e+00,9.650e+00,1.144e+01
1682081880,2.034e+00,1.003e+01,1.206e+01
1682081940,2.058e+00,1.011e+01,1.217e+01
1682082000,1.985e+00,9.850e+00,1.184e+01
1682082060,1.890e+00,9.400e+00,1.129e+01
1682082120,1.890e+00,8.890e+00,1.078e+01
1682082180,1.867e+00,8.340e+00,1.021e+01
1682082240,1.777e+00,7.837e+00,9.610e+00
1682082300,1.616e+00,7.331e+00,8.950e+00
1682082360,1.280e+00,6.673e+00,7.953e+00
1682082420,1.270e+00,6.391e+00,7.661e+00
1682082480,1.298e+00,6.351e+00,7.649e+00
1682082540,1.358e+00,6.409e+00,7.766e+00
1682082600,1.336e+00,6.588e+00,7.923e+00
1682082660,1.323e+00,6.855e+00,8.180e+00
1682082720,1.338e+00,6.929e+00,8.270e+00
1682082780,1.406e+00,7.001e+00,8.410e+00
1682082840,1.512e+00,7.146e+00,8.660e+00
1682082900,1.606e+00,7.333e+00,8.940e+00
1682082960,1.683e+00,7.352e+00,9.040e+00
1682083020,1.701e+00,7.190e+00,8.890e+00
1682083080,1.665e+00,6.852e+00,8.520e+00
1682083140,1.606e+00,6.411e+00,8.020e+00
1682083200,1.611e+00,6.095e+00,7.706e+00
1682083260,1.591e+00,5.735e+00,7.326e+00
1682083320,1.578e+00,5.442e+00,7.020e+00
1682083380,1.544e+00,5.196e+00,6.740e+00
1682083440,1.523e+00,5.175e+00,6.698e+00
1682083500,1.584e+00,5.243e+00,6.827e+00
1682083560,1.685e+00,5.561e+00,7.247e+00
1682083620,1.763e+00,5.763e+00,7.525e+00
1682083680,1.794e+00,5.879e+00,7.672e+00
1682083740,1.795e+00,5.965e+00,7.760e+00
1682083800,1.858e+00,6.030e+00,7.888e+00
1682083860,1.957e+00,6.021e+00,7.979e+00
1682083920,1.939e+00,5.888e+00,7.828e+00
1682083980,1.899e+00,5.764e+00,7.663e+00
1682084040,1.890e+00,5.601e+00,7.491e+00
1682084100,1.942e+00,5.637e+00,7.580e+00
1682084160,2.033e+00,5.787e+00,7.820e+00
1682084220,2.157e+00,5.995e+00,8.150e+00
1682084280,2.145e+00,6.120e+00,8.260e+00
1682084340,2.173e+00,6.253e+00,8.430e+00
1682084400,2.332e+00,6.508e+00,8.840e+00
1682084460,2.481e+00,6.821e+00,9.300e+00
1682084520,2.594e+00,7.001e+00,9.590e+00
1682084580,2.645e+00,7.006e+00,9.650e+00
1682084640,2.560e+00,6.804e+00,9.360e+00
1682084700,2.469e+00,6.560e+00,9.030e+00
1682084760,2.418e+00,6.431e+00,8.850e+00
1682084820,2.401e+00,6.361e+00,8.760e+00
1682084880,2.281e+00,6.086e+00,8.370e+00
1682084940,2.198e+00,5.818e+00,8.020e+00
1682085000,2.086e+00,5.650e+00,7.736e+00
1682085060,2.054e+00,5.553e+00,7.607e+00
1682085120,2.167e+00,5.726e+00,7.893e+00
1682085180,2.391e+00,6.002e+00,8.390e+00
1682085240,2.599e+00,6.318e+00,8.920e+00
1682085300,2.832e+00,6.539e+00,9.370e+00
1682085360,3.161e+00,7.053e+00,1.021e+01
1682085420,3.465e+00,7.409e+00,1.087e+01
1682085480,3.556e+00,7.539e+00,1.109e+01
1682085540,3.579e+00,7.557e+00,1.114e+01
1682085600,3.509e+00,7.361e+00,1.087e+01
1682085660,3.358e+00,7.127e+00,1.048e+01
1682085720,3.254e+00,6.898e+00,1.015e+01
1682085780,3.055e+00,6.614e+00,9.670e+00
1682085840,2.760e+00,6.176e+00,8.940e+00
1682085900,2.574e+00,5.993e+00,8.570e+00
1682085960,2.558e+00,5.861e+00,8.420e+00
1682086020,2.480e+00,5.646e+00,8.130e+00
1682086080,2.316e+00,5.327e+00,7.643e+00
1682086140,2.071e+00,4.805e+00,6.876e+00
1682086200,1.922e+00,4.434e+00,6.356e+00
1682086260,1.810e+00,4.233e+00,6.043e+00
1682086320,1.734e+00,3.966e+00,5.700e+00
1682086380,1.675e+00,3.762e+00,5.437e+00
1682086440,1.614e+00,3.644e+00,5.258e+00
1682086500,1.592e+00,3.576e+00,5.167e+00
1682086560,1.622e+00,3.605e+00,5.227e+00
1682086620,1.625e+00,3.627e+00,5.251e+00
1682086680,1.577e+00,3.534e+00,5.111e+00
1682086740,1.537e+00,3.378e+00,4.915e+00
1682086800,5.684e+00,7.421e+00,1.311e+01
1682086860,1.385e+01,1.651e+01,3.036e+01
1682086920,1.147e+00,2.934e+00,4.081e+00
1682086980,1.477e+00,3.445e+00,4.922e+00
1682087040,1.690e+00,3.998e+00,5.688e+00
1682087100,1.598e+00,3.842e+00,5.440e+00
1682087160,1.614e+00,3.852e+00,5.467e+00
1682087220,1.628e+00,3.866e+00,5.494e+00
1682087280,1.586e+00,3.789e+00,5.375e+00
1682087340,1.584e+00,3.725e+00,5.309e+00
1682087400,1.600e+00,3.704e+00,5.304e+00
1682087460,1.537e+00,3.513e+00,5.050e+00
1682087520,1.525e+00,3.391e+00,4.916e+00
1682087580,1.518e+00,3.350e+00,4.868e+00
1682087640,1.486e+00,3.305e+00,4.791e+00
1682087700,1.502e+00,3.310e+00,4.812e+00
1682087760,1.525e+00,3.361e+00,4.886e+00
1682087820,1.528e+00,3.418e+00,4.947e+00
1682087880,1.555e+00,3.440e+00,4.994e+00
1682087940,1.623e+00,3.546e+00,5.169e+00
1682088000,1.607e+00,3.543e+00,5.150e+00
1682088060,1.609e+00,3.511e+00,5.120e+00
1682088120,1.565e+00,3.433e+00,4.998e+00
1682088180,1.525e+00,3.293e+00,4.817e+00
1682088240,1.558e+00,3.271e+00,4.829e+00
1682088300,1.551e+00,3.251e+00,4.803e+00
1682088360,1.573e+00,3.305e+00,4.879e+00
1682088420,1.636e+00,3.436e+00,5.073e+00
1682088480,1.501e+00,6.700e+00,8.200e+00
1682088540,1.056e+00,3.949e+00,5.005e+00
1682088600,1.131e+00,2.505e+00,3.636e+00
1682088660,1.160e+00,2.515e+00,3.674e+00
1682088720,1.344e+00,2.780e+00,4.123e+00
1682088780,1.454e+00,3.281e+00,4.735e+00
1682088840,2.426e+00,7.305e+00,9.730e+00
1682088900,2.612e+00,5.126e+00,7.737e+00
1682088960,1.741e+00,3.300e+00,5.041e+00
1682089020,1.872e+00,3.360e+00,5.232e+00
1682089080,1.797e+00,3.307e+00,5.104e+00
1682089140,1.760e+00,3.318e+00,5.078e+00
1682089200,1.683e+00,3.221e+00,4.903e+00
1682089260,1.645e+00,3.217e+00,4.863e+00
1682089320,1.592e+00,3.179e+00,4.770e+00
1682089380,1.537e+00,3.147e+00,4.684e+00
1682089440,1.429e+00,3.014e+00,4.443e+00
1682089500,1.429e+00,2.975e+00,4.404e+00
1682089560,3.216e+00,1.957e+00,5.173e+00
1682089620,3.708e+00,1.789e+00,5.496e+00
1682089680,9.200e-01,2.286e+00,3.206e+00
1682089740,7.880e-01,1.803e+00,2.591e+00
1682089800,9.030e-01,1.828e+00,2.732e+00
1682089860,9.360e-01,1.890e+00,2.826e+00
1682089920,9.620e-01,1.886e+00,2.847e+00
1682089980,9.910e-01,1.934e+00,2.926e+00
1682090040,1.056e+00,2.064e+00,3.120e+00
1682090100,1.084e+00,2.137e+00,3.222e+00
1682090160,1.086e+00,2.164e+00,3.250e+00
1682090220,1.128e+00,2.188e+00,3.316e+00
1682090280,1.163e+00,2.212e+00,3.376e+00
1682090340,1.221e+00,2.275e+00,3.495e+00
1682090400,1.236e+00,2.368e+00,3.604e+00
1682090460,1.248e+00,2.377e+00,3.625e+00
1682090520,1.265e+00,2.323e+00,3.588e+00
1682090580,1.325e+00,2.420e+00,3.745e+00
1682090640,1.363e+00,2.431e+00,3.793e+00
1682090700,1.408e+00,2.404e+00,3.812e+00
1682090760,1.388e+00,2.408e+00,3.796e+00
1682090820,1.393e+00,2.435e+00,3.828e+00
1682090880,1.480e+00,2.566e+00,4.046e+00
1682090940,1.544e+00,2.718e+00,4.262e+00
1682091000,1.487e+00,2.741e+00,4.228e+00
1682091060,1.441e+00,2.613e+00,4.054e+00
1682091120,1.539e+00,2.814e+00,4.353e+00
1682091180,1.708e+00,3.227e+00,4.935e+00
1682091240,1.833e+00,3.550e+00,5.383e+00
1682091300,1.941e+00,3.571e+00,5.512e+00
1682091360,1.930e+00,3.413e+00,5.343e+00
1682091420,1.874e+00,3.323e+00,5.197e+00
1682091480,1.921e+00,3.396e+00,5.318e+00
1682091540,1.917e+00,3.410e+00,5.327e+00
1682091600,1.751e+00,3.183e+00,4.934e+00
1682091660,1.509e+00,2.689e+00,4.198e+00
1682091720,1.420e+00,2.436e+00,3.856e+00
1682091780,1.310e+00,2.547e+00,3.858e+00
1682091840,1.301e+00,2.628e+00,3.929e+00
1682091900,1.295e+00,2.610e+00,3.905e+00
1682091960,1.280e+00,2.470e+00,3.749e+00
1682092020,1.340e+00,2.511e+00,3.850e+00
1682092080,1.404e+00,2.598e+00,4.002e+00
1682092140,1.458e+00,2.750e+00,4.208e+00
1682092200,1.406e+00,2.690e+00,4.096e+00
1682092260,1.342e+00,2.528e+00,3.869e+00
1682092320,1.292e+00,2.399e+00,3.690e+00
1682092380,1.292e+00,2.367e+00,3.658e+00
1682092440,1.341e+00,2.583e+00,3.924e+00
1682092500,1.327e+00,2.699e+00,4.026e+00
1682092560,1.321e+00,2.731e+00,4.052e+00
1682092620,1.317e+00,2.708e+00,4.026e+00
1682092680,1.318e+00,2.682e+00,4.001e+00
1682092740,1.345e+00,2.757e+00,4.102e+00
1682092800,1.374e+00,2.838e+00,4.212e+00
1682092860,1.388e+00,2.906e+00,4.295e+00
1682092920,1.417e+00,2.915e+00,4.332e+00
1682092980,1.429e+00,2.918e+00,4.347e+00
1682093040,1.441e+00,2.933e+00,4.374e+00
1682093100,1.427e+00,2.883e+00,4.310e+00
1682093160,1.415e+00,2.875e+00,4.290e+00
1682093220,1.483e+00,2.902e+00,4.385e+00
1682093280,1.583e+00,2.897e+00,4.480e+00
1682093340,1.697e+00,2.878e+00,4.575e+00
1682093400,1.680e+00,2.839e+00,4.519e+00
1682093460,1.697e+00,2.864e+00,4.561e+00
1682093520,1.706e+00,2.891e+00,4.597e+00
1682093580,1.716e+00,2.939e+00,4.654e+00
1682093640,1.679e+00,2.868e+00,4.548e+00
1682093700,1.539e+00,2.708e+00,4.247e+00
1682093760,1.355e+00,2.586e+00,3.941e+00
1682093820,1.199e+00,2.421e+00,3.621e+00
1682093880,1.131e+00,2.242e+00,3.373e+00
1682093940,1.082e+00,2.110e+00,3.193e+00
1682094000,1.064e+00,2.044e+00,3.107e+00
1682094060,1.090e+00,2.076e+00,3.166e+00
1682094120,1.126e+00,2.087e+00,3.213e+00
1682094180,1.145e+00,2.079e+00,3.224e+00
1682094240,1.144e+00,2.082e+00,3.227e+00
1682094300,1.124e+00,2.091e+00,3.215e+00
1682094360,1.124e+00,2.087e+00,3.211e+00
1682094420,1.180e+00,2.229e+00,3.409e+00
1682094480,1.553e+00,3.802e+00,5.354e+00
1682094540,1.430e+00,2.601e+00,4.031e+00
1682094600,1.229e+00,2.347e+00,3.576e+00
1682094660,1.106e+00,2.256e+00,3.362e+00
1682094720,1.098e+00,2.267e+00,3.365e+00
1682094780,1.096e+00,2.302e+00,3.398e+00
1682094840,1.152e+00,2.345e+00,3.497e+00
1682094900,1.187e+00,2.400e+00,3.587e+00
1682094960,1.244e+00,2.505e+00,3.749e+00
1682095020,1.299e+00,2.583e+00,3.882e+00
1682095080,1.366e+00,2.708e+00,4.073e+00
1682095140,1.479e+00,2.864e+00,4.343e+00
1682095200,1.580e+00,3.044e+00,4.625e+00
1682095260,1.651e+00,3.161e+00,4.811e+00
1682095320,1.662e+00,3.257e+00,4.919e+00
1682095380,1.673e+00,3.320e+00,4.993e+00
1682095440,1.618e+00,3.207e+00,4.825e+00
1682095500,1.524e+00,3.044e+00,4.569e+00
1682095560,1.419e+00,2.883e+00,4.301e+00
1682095620,1.351e+00,2.771e+00,4.122e+00
1682095680,1.323e+00,2.707e+00,4.030e+00
1682095740,1.328e+00,2.687e+00,4.015e+00
1682095800,1.314e+00,2.645e+00,3.960e+00
1682095860,1.315e+00,2.639e+00,3.954e+00
1682095920,1.317e+00,2.690e+00,4.007e+00
1682095980,1.488e+00,2.839e+00,4.327e+00
1682096040,1.674e+00,3.102e+00,4.777e+00
1682096100,1.560e+00,2.930e+00,4.491e+00
1682096160,1.457e+00,2.714e+00,4.171e+00
1682096220,1.365e+00,2.570e+00,3.935e+00
1682096280,1.311e+00,2.374e+00,3.685e+00
1682096340,1.298e+00,2.306e+00,3.604e+00
1682096400,1.332e+00,2.319e+00,3.651e+00
1682096460,1.171e+00,2.269e+00,3.440e+00
1682096520,1.162e+00,2.226e+00,3.387e+00
1682096580,1.324e+00,2.502e+00,3.826e+00
1682096640,1.408e+00,2.724e+00,4.131e+00
1682096700,1.408e+00,2.794e+00,4.202e+00
1682096760,1.358e+00,2.827e+00,4.184e+00
1682096820,1.347e+00,2.926e+00,4.273e+00
1682096880,1.312e+00,2.876e+00,4.187e+00
1682096940,1.267e+00,2.733e+00,3.999e+00
1682097000,1.185e+00,2.634e+00,3.819e+00
1682097060,1.084e+00,2.475e+00,3.559e+00
1682097120,1.049e+00,2.364e+00,3.413e+00
1682097180,1.093e+00,2.381e+00,3.473e+00
1682097240,1.072e+00,2.314e+00,3.386e+00
1682097300,1.176e+00,2.312e+00,3.489e+00
1682097360,1.279e+00,2.356e+00,3.635e+00
1682097420,1.296e+00,2.423e+00,3.719e+00
1682097480,1.287e+00,2.391e+00,3.679e+00
1682097540,1.274e+00,2.346e+00,3.620e+00
1682097600,1.260e+00,2.312e+00,3.571e+00
1682097660,1.258e+00,2.352e+00,3.610e+00
1682097720,1.288e+00,2.445e+00,3.733e+00
1682097780,1.117e+00,2.254e+00,3.371e+00
1682097840,1.003e+00,2.243e+00,3.246e+00
1682097900,9.600e-01,2.263e+00,3.223e+00
1682097960,9.400e-01,2.200e+00,3.139e+00
1682098020,9.020e-01,2.085e+00,2.986e+00
1682098080,8.670e-01,2.046e+00,2.913e+00
1682098140,8.360e-01,1.984e+00,2.820e+00
1682098200,1.082e+00,2.106e+00,3.188e+00
1682098260,1.142e+00,2.160e+00,3.301e+00
1682098320,1.209e+00,2.121e+00,3.330e+00
1682098380,1.217e+00,2.116e+00,3.333e+00
1682098440,1.211e+00,2.140e+00,3.351e+00
1682098500,1.198e+00,2.132e+00,3.329e+00
1682098560,1.084e+00,3.067e+00,4.151e+00
1682098620,1.085e+00,5.153e+00,6.238e+00
1682098680,7.270e-01,1.578e+00,2.305e+00
1682098740,6.360e-01,1.400e+00,2.036e+00
1682098800,4.520e-01,1.153e+00,1.605e+00
1682098860,4.830e-01,1.176e+00,1.659e+00
1682098920,5.100e-01,1.208e+00,1.718e+00
1682098980,4.920e-01,1.144e+00,1.636e+00
1682099040,4.810e-01,1.076e+00,1.557e+00
1682099100,4.680e-01,9.980e-01,1.467e+00
1682099160,4.620e-01,9.560e-01,1.418e+00
1682099220,4.930e-01,9.870e-01,1.480e+00
1682099280,5.040e-01,1.054e+00,1.558e+00
1682099340,4.700e-01,1.019e+00,1.489e+00
1682099400,4.610e-01,9.960e-01,1.457e+00
1682099460,4.770e-01,1.046e+00,1.523e+00
1682099520,4.860e-01,1.088e+00,1.574e+00
1682099580,5.050e-01,1.141e+00,1.646e+00
1682099640,5.100e-01,1.206e+00,1.716e+00
1682099700,4.990e-01,1.177e+00,1.676e+00
1682099760,4.860e-01,1.144e+00,1.630e+00
1682099820,4.790e-01,1.132e+00,1.611e+00
1682099880,4.820e-01,1.131e+00,1.613e+00
1682099940,4.970e-01,1.145e+00,1.642e+00
1682100000,5.360e-01,1.319e+00,1.856e+00
1682100060,5.940e-01,1.535e+00,2.129e+00
1682100120,6.070e-01,1.529e+00,2.136e+00
1682100180,6.030e-01,1.514e+00,2.117e+00
1682100240,5.880e-01,1.492e+00,2.080e+00
1682100300,5.830e-01,1.462e+00,2.045e+00
1682100360,5.800e-01,1.602e+00,2.181e+00
1682100420,5.700e-01,1.792e+00,2.361e+00
1682100480,5.060e-01,1.531e+00,2.036e+00
1682100540,4.260e-01,1.315e+00,1.741e+00
1682100600,3.820e-01,1.226e+00,1.608e+00
1682100660,3.640e-01,1.197e+00,1.561e+00
1682100720,4.310e-01,1.278e+00,1.709e+00
1682100780,4.340e-01,1.282e+00,1.716e+00
1682100840,4.130e-01,1.056e+00,1.469e+00
1682100900,4.150e-01,8.640e-01,1.279e+00
1682100960,4.290e-01,8.720e-01,1.300e+00
1682101020,4.390e-01,8.830e-01,1.323e+00
1682101080,4.490e-01,8.920e-01,1.342e+00
1682101140,4.500e-01,9.110e-01,1.361e+00
1682101200,4.200e-01,8.900e-01,1.309e+00
1682101260,4.450e-01,9.650e-01,1.410e+00
1682101320,4.540e-01,1.053e+00,1.507e+00
1682101380,4.540e-01,1.108e+00,1.562e+00
1682101440,4.720e-01,1.156e+00,1.628e+00
1682101500,4.930e-01,1.186e+00,1.679e+00
1682101560,5.030e-01,1.223e+00,1.726e+00
1682101620,5.040e-01,1.238e+00,1.742e+00
1682101680,4.960e-01,1.229e+00,1.725e+00
1682101740,4.960e-01,1.178e+00,1.674e+00
1682101800,4.970e-01,1.142e+00,1.639e+00
1682101860,4.890e-01,1.183e+00,1.672e+00
1682101920,4.940e-01,1.263e+00,1.757e+00
1682101980,5.010e-01,1.311e+00,1.812e+00
1682102040,5.200e-01,1.373e+00,1.893e+00
1682102100,5.480e-01,1.540e+00,2.088e+00
1682102160,5.390e-01,1.542e+00,2.081e+00
1682102220,5.420e-01,1.585e+00,2.128e+00
1682102280,5.360e-01,1.560e+00,2.096e+00
1682102340,5.100e-01,1.438e+00,1.948e+00
1682102400,4.700e-01,1.327e+00,1.797e+00
1682102460,5.610e-01,1.277e+00,1.839e+00
1682102520,5.670e-01,1.199e+00,1.766e+00
1682102580,5.350e-01,1.245e+00,1.780e+00
1682102640,5.280e-01,1.252e+00,1.780e+00
1682102700,5.140e-01,1.169e+00,1.683e+00
1682102760,5.150e-01,1.156e+00,1.671e+00
1682102820,5.330e-01,1.162e+00,1.696e+00
1682102880,5.370e-01,1.155e+00,1.692e+00
1682102940,3.890e-01,1.084e+00,1.473e+00
1682103000,3.690e-01,1.041e+00,1.411e+00
1682103060,3.620e-01,7.750e-01,1.137e+00
1682103120,3.620e-01,7.630e-01,1.125e+00
1682103180,3.650e-01,8.030e-01,1.169e+00
1682103240,3.780e-01,8.630e-01,1.241e+00
1682103300,3.810e-01,9.420e-01,1.323e+00
1682103360,4.310e-01,1.046e+00,1.478e+00
1682103420,5.060e-01,1.178e+00,1.684e+00
1682103480,5.330e-01,1.222e+00,1.755e+00
1682103540,5.200e-01,1.202e+00,1.721e+00
1682103600,5.060e-01,1.167e+00,1.673e+00
1682103660,4.890e-01,1.134e+00,1.623e+00
1682103720,4.780e-01,1.094e+00,1.572e+00
1682103780,4.710e-01,1.051e+00,1.522e+00
1682103840,4.180e-01,9.210e-01,1.340e+00
1682103900,3.600e-01,8.140e-01,1.175e+00
1682103960,3.520e-01,7.810e-01,1.133e+00
1682104020,3.700e-01,7.940e-01,1.164e+00
1682104080,4.000e-01,8.040e-01,1.205e+00
1682104140,4.220e-01,8.150e-01,1.237e+00
1682104200,4.470e-01,8.400e-01,1.287e+00
1682104260,4.690e-01,9.270e-01,1.396e+00
1682104320,4.840e-01,1.007e+00,1.490e+00
1682104380,5.040e-01,1.064e+00,1.568e+00
1682104440,5.390e-01,1.146e+00,1.685e+00
1682104500,5.810e-01,1.251e+00,1.832e+00
1682104560,6.140e-01,1.422e+00,2.037e+00
1682104620,6.140e-01,1.446e+00,2.060e+00
1682104680,6.010e-01,1.423e+00,2.024e+00
1682104740,5.900e-01,1.337e+00,1.927e+00
1682104800,5.760e-01,1.315e+00,1.891e+00
1682104860,5.720e-01,1.303e+00,1.875e+00
1682104920,5.470e-01,1.317e+00,1.864e+00
1682104980,5.090e-01,1.305e+00,1.814e+00
1682105040,4.740e-01,1.255e+00,1.729e+00
1682105100,4.930e-01,1.284e+00,1.777e+00
1682105160,4.930e-01,1.303e+00,1.796e+00
1682105220,5.150e-01,1.341e+00,1.856e+00
1682105280,5.830e-01,1.489e+00,2.072e+00
1682105340,5.800e-01,1.526e+00,2.106e+00
1682105400,6.030e-01,1.503e+00,2.106e+00
1682105460,6.180e-01,1.513e+00,2.130e+00
1682105520,6.160e-01,1.490e+00,2.106e+00
1682105580,6.030e-01,1.461e+00,2.065e+00
1682105640,6.140e-01,1.532e+00,2.146e+00
1682105700,6.880e-01,1.602e+00,2.290e+00
1682105760,8.570e-01,1.605e+00,2.462e+00
1682105820,8.630e-01,1.612e+00,2.475e+00
1682105880,8.500e-01,1.629e+00,2.479e+00
1682105940,8.270e-01,1.612e+00,2.439e+00
1682106000,8.170e-01,1.620e+00,2.437e+00
1682106060,8.060e-01,1.560e+00,2.366e+00
1682106120,7.860e-01,1.488e+00,2.274e+00
1682106180,5.800e-01,1.344e+00,1.923e+00
1682106240,4.270e-01,1.222e+00,1.650e+00
1682106300,4.010e-01,1.134e+00,1.535e+00
1682106360,3.720e-01,1.047e+00,1.419e+00
1682106420,2.703e+00,3.102e+00,5.806e+00
1682106480,6.650e-01,1.136e+00,1.801e+00
1682106540,3.980e-01,8.140e-01,1.212e+00
1682106600,3.830e-01,8.080e-01,1.191e+00
1682106660,3.680e-01,7.770e-01,1.145e+00
1682106720,3.660e-01,7.800e-01,1.145e+00
1682106780,3.580e-01,7.960e-01,1.154e+00
1682106840,3.530e-01,8.050e-01,1.158e+00
1682106900,3.620e-01,8.010e-01,1.163e+00
1682106960,3.580e-01,8.010e-01,1.158e+00
1682107020,3.530e-01,8.070e-01,1.160e+00
1682107080,3.470e-01,8.130e-01,1.160e+00
1682107140,3.380e-01,8.100e-01,1.149e+00
1682107200,3.370e-01,7.820e-01,1.119e+00
1682107260,3.280e-01,7.440e-01,1.071e+00
1682107320,3.200e-01,7.140e-01,1.034e+00
1682107380,2.990e-01,7.220e-01,1.020e+00
1682107440,2.890e-01,6.970e-01,9.860e-01
1682107500,2.810e-01,6.780e-01,9.590e-01
1682107560,2.900e-01,6.530e-01,9.430e-01
1682107620,2.820e-01,6.530e-01,9.350e-01
1682107680,2.750e-01,6.550e-01,9.300e-01
1682107740,2.680e-01,6.780e-01,9.460e-01
1682107800,2.650e-01,6.630e-01,9.280e-01
1682107860,2.690e-01,6.490e-01,9.180e-01
1682107920,2.690e-01,6.490e-01,9.170e-01
1682107980,2.760e-01,6.610e-01,9.370e-01
1682108040,3.010e-01,7.070e-01,1.009e+00
1682108100,3.590e-01,8.460e-01,1.205e+00
1682108160,9.720e-01,2.253e+00,3.225e+00
1682108220,7.210e-01,1.448e+00,2.169e+00
1682108280,5.240e-01,1.447e+00,1.971e+00
1682108340,4.610e-01,1.971e+00,2.431e+00
1682108400,4.480e-01,1.829e+00,2.277e+00
1682108460,4.460e-01,1.729e+00,2.175e+00
1682108520,4.430e-01,1.615e+00,2.058e+00
1682108580,4.700e-01,1.605e+00,2.075e+00
1682108640,4.870e-01,1.599e+00,2.086e+00
1682108700,5.080e-01,1.603e+00,2.111e+00
1682108760,5.280e-01,1.628e+00,2.156e+00
1682108820,5.270e-01,1.618e+00,2.145e+00
