nox,tz=0,v=1.5
time,no,no2,nox
1681586700,1.930e-01,3.420e-01,5.350e-01
1681586760,2.010e-01,3.490e-01,5.500e-01
1681586820,2.300e-01,4.160e-01,6.470e-01
1681586880,2.590e-01,5.370e-01,7.960e-01
1681586940,2.600e-01,5.480e-01,8.080e-01
1681587000,2.690e-01,5.460e-01,8.150e-01
1681587060,2.550e-01,5.330e-01,7.880e-01
1681587120,2.460e-01,5.050e-01,7.500e-01
1681587180,2.410e-01,4.510e-01,6.920e-01
1681587240,2.410e-01,4.320e-01,6.720e-01
1681587300,2.080e-01,3.520e-01,5.600e-01
1681587360,2.070e-01,2.970e-01,5.030e-01
1681587420,2.280e-01,2.900e-01,5.180e-01
1681587480,2.270e-01,3.090e-01,5.360e-01
1681587540,2.290e-01,3.590e-01,5.890e-01
1681587600,2.350e-01,4.090e-01,6.440e-01
1681587660,2.380e-01,4.320e-01,6.700e-01
1681587720,2.280e-01,4.470e-01,6.750e-01
1681587780,2.130e-01,4.210e-01,6.340e-01
1681587840,1.880e-01,3.940e-01,5.820e-01
1681587900,1.610e-01,3.950e-01,5.560e-01
1681587960,1.700e-01,3.860e-01,5.560e-01
1681588020,1.640e-01,3.750e-01,5.390e-01
1681588080,1.480e-01,3.540e-01,5.020e-01
1681588140,1.440e-01,3.390e-01,4.830e-01
1681588200,1.390e-01,3.210e-01,4.600e-01
1681588260,1.420e-01,3.100e-01,4.520e-01
1681588320,1.530e-01,3.070e-01,4.600e-01
1681588380,1.530e-01,3.010e-01,4.540e-01
1681588440,1.450e-01,2.950e-01,4.400e-01
1681588500,1.560e-01,2.730e-01,4.290e-01
1681588560,1.640e-01,2.950e-01,4.590e-01
1681588620,1.680e-01,3.240e-01,4.920e-01
1681588680,1.730e-01,3.510e-01,5.240e-01
1681588740,1.630e-01,3.860e-01,5.490e-01
1681588800,1.680e-01,4.020e-01,5.700e-01
1681588860,1.790e-01,4.120e-01,5.910e-01
1681588920,1.790e-01,4.380e-01,6.180e-01
1681588980,1.740e-01,4.790e-01,6.530e-01
1681589040,1.770e-01,4.950e-01,6.720e-01
1681589100,1.730e-01,5.110e-01,6.840e-01
1681589160,1.780e-01,5.090e-01,6.870e-01
1681589220,1.830e-01,5.090e-01,6.930e-01
1681589280,1.830e-01,5.360e-01,7.190e-01
1681589340,2.410e-01,7.210e-01,9.620e-01
1681589400,2.440e-01,7.300e-01,9.740e-01
1681589460,2.390e-01,7.090e-01,9.480e-01
1681589520,2.390e-01,7.040e-01,9.430e-01
1681589580,2.410e-01,7.050e-01,9.450e-01
1681589640,2.370e-01,6.850e-01,9.220e-01
1681589700,2.360e-01,6.610e-01,8.970e-01
1681589760,2.230e-01,5.830e-01,8.060e-01
1681589820,1.750e-01,4.460e-01,6.210e-01
1681589880,2.060e-01,4.590e-01,6.650e-01
1681589940,2.170e-01,4.450e-01,6.630e-01
1681590000,2.130e-01,4.350e-01,6.470e-01
1681590060,2.070e-01,4.310e-01,6.380e-01
1681590120,2.100e-01,4.300e-01,6.400e-01
1681590180,2.120e-01,4.500e-01,6.620e-01
1681590240,2.050e-01,4.720e-01,6.770e-01
1681590300,2.020e-01,4.350e-01,6.370e-01
1681590360,1.790e-01,4.370e-01,6.150e-01
1681590420,2.300e-01,5.550e-01,7.850e-01
1681590480,2.670e-01,6.060e-01,8.730e-01
1681590540,2.800e-01,5.840e-01,8.640e-01
1681590600,2.790e-01,5.800e-01,8.590e-01
1681590660,2.730e-01,5.660e-01,8.380e-01
1681590720,2.740e-01,5.580e-01,8.320e-01
1681590780,2.770e-01,5.190e-01,7.970e-01
1681590840,2.910e-01,4.940e-01,7.850e-01
1681590900,2.170e-01,3.370e-01,5.530e-01
1681590960,1.950e-01,2.950e-01,4.890e-01
1681591020,1.760e-01,3.100e-01,4.860e-01
1681591080,1.860e-01,3.180e-01,5.040e-01
1681591140,1.900e-01,3.770e-01,5.670e-01
1681591200,1.920e-01,5.140e-01,7.070e-01
1681591260,1.800e-01,5.470e-01,7.270e-01
1681591320,1.700e-01,5.640e-01,7.340e-01
1681591380,1.790e-01,5.770e-01,7.550e-01
1681591440,1.950e-01,5.880e-01,7.830e-01
1681591500,2.120e-01,5.780e-01,7.890e-01
1681591560,2.230e-01,5.860e-01,8.090e-01
1681591620,2.310e-01,5.130e-01,7.440e-01
1681591680,2.310e-01,4.700e-01,7.010e-01
1681591740,2.910e-01,5.600e-01,8.510e-01
1681591800,3.010e-01,5.750e-01,8.750e-01
1681591860,2.970e-01,5.760e-01,8.730e-01
1681591920,2.820e-01,6.030e-01,8.850e-01
1681591980,2.760e-01,6.180e-01,8.940e-01
1681592040,2.720e-01,6.360e-01,9.080e-01
1681592100,2.700e-01,6.320e-01,9.020e-01
1681592160,2.520e-01,6.000e-01,8.510e-01
1681592220,2.140e-01,5.450e-01,7.590e-01
1681592280,2.240e-01,5.610e-01,7.850e-01
1681592340,2.830e-01,5.590e-01,8.430e-01
1681592400,3.430e-01,5.700e-01,9.120e-01
1681592460,3.530e-01,6.020e-01,9.550e-01
1681592520,3.530e-01,6.090e-01,9.620e-01
1681592580,3.660e-01,6.100e-01,9.760e-01
1681592640,3.730e-01,6.050e-01,9.790e-01
1681592700,3.660e-01,6.090e-01,9.740e-01
1681592760,3.450e-01,5.920e-01,9.370e-01
1681592820,3.170e-01,5.240e-01,8.410e-01
1681592880,4.160e-01,3.630e-01,7.790e-01
1681592940,4.000e-01,3.310e-01,7.310e-01
1681593000,3.850e-01,2.850e-01,6.700e-01
1681593060,3.880e-01,2.390e-01,6.270e-01
1681593120,4.510e-01,1.140e-01,5.650e-01
1681593180,4.520e-01,6.000e-02,5.110e-01
1681593240,4.620e-01,1.040e-01,5.660e-01
1681593300,3.630e-01,2.680e-01,6.310e-01
1681593360,2.740e-01,3.530e-01,6.260e-01
1681593420,2.710e-01,3.490e-01,6.200e-01
1681593480,2.730e-01,3.680e-01,6.410e-01
1681593540,2.850e-01,5.590e-01,8.440e-01
1681593600,2.580e-01,6.860e-01,9.430e-01
1681593660,2.710e-01,7.060e-01,9.770e-01
1681593720,2.690e-01,6.370e-01,9.060e-01
1681593780,2.840e-01,6.400e-01,9.240e-01
1681593840,2.970e-01,6.700e-01,9.670e-01
1681593900,3.090e-01,6.780e-01,9.870e-01
1681593960,3.000e-01,6.630e-01,9.620e-01
1681594020,2.530e-01,5.340e-01,7.860e-01
1681594080,2.410e-01,5.370e-01,7.780e-01
1681594140,2.340e-01,5.490e-01,7.830e-01
1681594200,2.310e-01,5.370e-01,7.680e-01
1681594260,2.240e-01,5.130e-01,7.380e-01
1681594320,2.120e-01,5.060e-01,7.180e-01
1681594380,2.000e-01,4.880e-01,6.880e-01
1681594440,2.010e-01,4.710e-01,6.720e-01
1681594500,2.000e-01,4.410e-01,6.410e-01
1681594560,1.900e-01,4.060e-01,5.970e-01
1681594620,1.810e-01,3.780e-01,5.590e-01
1681594680,1.730e-01,3.670e-01,5.400e-01
1681594740,1.670e-01,3.590e-01,5.260e-01
1681594800,1.680e-01,3.680e-01,5.360e-01
1681594860,1.900e-01,4.770e-01,6.670e-01
1681594920,1.880e-01,5.180e-01,7.060e-01
1681594980,1.850e-01,5.200e-01,7.050e-01
1681595040,1.900e-01,5.480e-01,7.390e-01
1681595100,2.010e-01,5.820e-01,7.830e-01
1681595160,2.120e-01,6.010e-01,8.130e-01
1681595220,2.240e-01,6.190e-01,8.430e-01
1681595280,2.220e-01,6.010e-01,8.240e-01
1681595340,2.040e-01,4.880e-01,6.920e-01
1681595400,2.020e-01,4.670e-01,6.690e-01
1681595460,2.010e-01,4.580e-01,6.590e-01
1681595520,2.130e-01,4.250e-01,6.380e-01
1681595580,2.090e-01,3.980e-01,6.070e-01
1681595640,2.040e-01,3.710e-01,5.740e-01
1681595700,1.950e-01,3.420e-01,5.370e-01
1681595760,1.960e-01,3.410e-01,5.370e-01
1681595820,2.050e-01,3.650e-01,5.700e-01
1681595880,2.360e-01,4.460e-01,6.820e-01
1681595940,2.710e-01,5.900e-01,8.610e-01
1681596000,4.320e-01,9.970e-01,1.429e+00
1681596060,5.590e-01,1.578e+00,2.137e+00
1681596120,5.710e-01,1.668e+00,2.240e+00
1681596180,5.820e-01,1.698e+00,2.279e+00
1681596240,5.810e-01,1.720e+00,2.301e+00
1681596300,5.710e-01,1.731e+00,2.302e+00
1681596360,5.370e-01,1.645e+00,2.182e+00
1681596420,4.990e-01,1.537e+00,2.036e+00
1681596480,2.990e-01,1.004e+00,1.303e+00
1681596540,2.160e-01,5.890e-01,8.050e-01
1681596600,2.190e-01,5.490e-01,7.680e-01
1681596660,2.240e-01,5.330e-01,7.570e-01
1681596720,2.280e-01,5.410e-01,7.690e-01
1681596780,2.350e-01,5.600e-01,7.950e-01
1681596840,2.350e-01,5.530e-01,7.890e-01
1681596900,2.300e-01,5.310e-01,7.610e-01
1681596960,2.320e-01,5.080e-01,7.400e-01
1681597020,2.320e-01,4.870e-01,7.190e-01
1681597080,2.170e-01,4.940e-01,7.110e-01
1681597140,2.130e-01,4.800e-01,6.930e-01
1681597200,2.170e-01,4.670e-01,6.840e-01
1681597260,2.220e-01,4.530e-01,6.750e-01
1681597320,2.300e-01,4.740e-01,7.040e-01
1681597380,2.260e-01,5.000e-01,7.260e-01
1681597440,2.250e-01,5.170e-01,7.420e-01
1681597500,2.210e-01,5.260e-01,7.460e-01
1681597560,2.170e-01,5.170e-01,7.340e-01
1681597620,2.130e-01,5.360e-01,7.490e-01
1681597680,2.240e-01,5.950e-01,8.190e-01
1681597740,2.210e-01,5.920e-01,8.130e-01
1681597800,2.080e-01,5.830e-01,7.900e-01
1681597860,2.540e-01,6.660e-01,9.190e-01
1681597920,3.390e-01,8.580e-01,1.198e+00
1681597980,3.910e-01,1.055e+00,1.446e+00
1681598040,3.990e-01,1.080e+00,1.479e+00
1681598100,3.940e-01,1.026e+00,1.419e+00
1681598160,3.810e-01,9.380e-01,1.319e+00
1681598220,3.820e-01,9.060e-01,1.288e+00
1681598280,3.860e-01,8.800e-01,1.266e+00
1681598340,3.260e-01,7.470e-01,1.073e+00
1681598400,2.350e-01,5.360e-01,7.720e-01
1681598460,2.070e-01,3.940e-01,6.010e-01
1681598520,2.020e-01,4.070e-01,6.100e-01
1681598580,1.990e-01,4.390e-01,6.370e-01
1681598640,2.370e-01,5.210e-01,7.590e-01
1681598700,2.640e-01,6.310e-01,8.940e-01
1681598760,2.780e-01,6.780e-01,9.550e-01
1681598820,2.960e-01,7.380e-01,1.034e+00
1681598880,3.070e-01,7.750e-01,1.082e+00
1681598940,3.220e-01,7.890e-01,1.110e+00
1681599000,3.400e-01,7.800e-01,1.120e+00
1681599060,3.450e-01,8.220e-01,1.168e+00
1681599120,4.180e-01,1.057e+00,1.475e+00
1681599180,5.380e-01,1.360e+00,1.898e+00
1681599240,5.750e-01,1.509e+00,2.085e+00
1681599300,5.950e-01,1.610e+00,2.205e+00
1681599360,6.080e-01,1.764e+00,2.372e+00
1681599420,6.610e-01,2.140e+00,2.801e+00
1681599480,6.660e-01,2.213e+00,2.880e+00
1681599540,6.500e-01,2.150e+00,2.800e+00
1681599600,5.630e-01,1.968e+00,2.531e+00
1681599660,4.700e-01,1.805e+00,2.274e+00
1681599720,4.180e-01,1.653e+00,2.071e+00
1681599780,3.930e-01,1.509e+00,1.902e+00
1681599840,3.480e-01,1.275e+00,1.623e+00
1681599900,2.940e-01,9.580e-01,1.253e+00
1681599960,2.920e-01,9.240e-01,1.216e+00
1681600020,2.930e-01,9.300e-01,1.222e+00
1681600080,2.100e-01,6.850e-01,8.940e-01
1681600140,2.130e-01,6.320e-01,8.450e-01
1681600200,2.210e-01,6.510e-01,8.720e-01
1681600260,2.290e-01,7.010e-01,9.300e-01
1681600320,2.690e-01,8.000e-01,1.069e+00
1681600380,2.880e-01,8.690e-01,1.157e+00
1681600440,2.870e-01,8.640e-01,1.151e+00
1681600500,2.900e-01,8.940e-01,1.184e+00
1681600560,2.900e-01,8.660e-01,1.156e+00
1681600620,2.770e-01,8.310e-01,1.108e+00
1681600680,2.620e-01,7.970e-01,1.059e+00
1681600740,5.186e+00,2.962e+00,8.150e+00
1681600800,1.768e+00,3.457e+00,5.225e+00
1681600860,1.210e-01,3.240e-01,4.450e-01
1681600920,2.790e-01,4.560e-01,7.360e-01
1681600980,2.570e-01,8.340e-01,1.091e+00
1681601040,2.380e-01,7.870e-01,1.025e+00
1681601100,2.240e-01,7.340e-01,9.580e-01
1681601160,2.010e-01,6.820e-01,8.840e-01
1681601220,1.900e-01,6.370e-01,8.270e-01
1681601280,1.790e-01,6.000e-01,7.790e-01
1681601340,1.650e-01,5.480e-01,7.120e-01
1681601400,1.400e-01,5.010e-01,6.410e-01
1681601460,1.400e-01,4.800e-01,6.210e-01
1681601520,1.420e-01,4.730e-01,6.150e-01
1681601580,1.430e-01,4.690e-01,6.110e-01
1681601640,1.390e-01,4.650e-01,6.040e-01
1681601700,1.320e-01,4.570e-01,5.890e-01
1681601760,1.340e-01,4.680e-01,6.020e-01
1681601820,1.480e-01,5.430e-01,6.920e-01
1681601880,1.550e-01,5.940e-01,7.490e-01
1681601940,1.610e-01,6.630e-01,8.240e-01
1681602000,1.910e-01,8.390e-01,1.030e+00
1681602060,6.790e-01,4.673e+00,5.352e+00
1681602120,3.820e-01,2.334e+00,2.717e+00
1681602180,1.810e-01,1.284e+00,1.465e+00
1681602240,3.100e-01,5.800e-01,8.900e-01
1681602300,2.220e-01,6.880e-01,9.100e-01
1681602360,2.320e-01,7.430e-01,9.750e-01
1681602420,2.430e-01,7.370e-01,9.800e-01
1681602480,2.440e-01,7.500e-01,9.940e-01
1681602540,2.640e-01,8.410e-01,1.105e+00
1681602600,3.170e-01,1.034e+00,1.351e+00
1681602660,3.300e-01,1.069e+00,1.398e+00
1681602720,3.390e-01,1.059e+00,1.398e+00
1681602780,4.090e-01,1.306e+00,1.715e+00
1681602840,4.320e-01,1.389e+00,1.821e+00
1681602900,1.948e+00,1.036e+00,2.985e+00
1681602960,5.054e+00,1.067e+00,6.121e+00
1681603020,2.050e-01,1.284e+00,1.489e+00
1681603080,3.020e-01,1.299e+00,1.601e+00
1681603140,3.260e-01,1.294e+00,1.620e+00
1681603200,3.230e-01,1.257e+00,1.579e+00
1681603260,3.410e-01,1.239e+00,1.581e+00
1681603320,3.330e-01,1.167e+00,1.500e+00
1681603380,3.130e-01,1.101e+00,1.414e+00
1681603440,3.120e-01,1.040e+00,1.352e+00
1681603500,3.010e-01,1.033e+00,1.334e+00
1681603560,3.050e-01,1.106e+00,1.411e+00
1681603620,3.020e-01,1.040e+00,1.342e+00
1681603680,2.860e-01,9.910e-01,1.276e+00
1681603740,2.520e-01,9.810e-01,1.232e+00
1681603800,2.490e-01,1.018e+00,1.267e+00
1681603860,2.540e-01,1.074e+00,1.328e+00
1681603920,2.440e-01,1.050e+00,1.293e+00
1681603980,2.400e-01,9.580e-01,1.198e+00
1681604040,2.200e-01,8.400e-01,1.060e+00
1681604100,2.120e-01,8.180e-01,1.030e+00
1681604160,2.170e-01,8.120e-01,1.029e+00
1681604220,2.300e-01,7.850e-01,1.015e+00
1681604280,2.340e-01,7.360e-01,9.700e-01
1681604340,2.280e-01,6.790e-01,9.080e-01
1681604400,2.200e-01,6.890e-01,9.080e-01
1681604460,2.110e-01,6.870e-01,8.990e-01
1681604520,2.120e-01,6.840e-01,8.960e-01
1681604580,2.240e-01,7.510e-01,9.750e-01
1681604640,2.120e-01,7.710e-01,9.830e-01
1681604700,1.980e-01,7.400e-01,9.370e-01
1681604760,1.900e-01,7.130e-01,9.030e-01
1681604820,1.760e-01,7.060e-01,8.830e-01
1681604880,1.750e-01,6.930e-01,8.680e-01
1681604940,1.720e-01,7.080e-01,8.790e-01
1681605000,1.710e-01,7.620e-01,9.330e-01
1681605060,1.740e-01,8.520e-01,1.026e+00
1681605120,1.760e-01,8.260e-01,1.002e+00
1681605180,1.880e-01,8.310e-01,1.020e+00
1681605240,1.970e-01,8.900e-01,1.086e+00
1681605300,1.970e-01,9.080e-01,1.104e+00
1681605360,2.140e-01,8.940e-01,1.108e+00
1681605420,2.740e-01,9.630e-01,1.237e+00
1681605480,2.520e-01,8.570e-01,1.109e+00
1681605540,2.290e-01,7.430e-01,9.730e-01
1681605600,2.280e-01,9.060e-01,1.134e+00
1681605660,2.130e-01,1.095e+00,1.307e+00
1681605720,2.290e-01,1.358e+00,1.588e+00
1681605780,2.370e-01,1.452e+00,1.690e+00
1681605840,2.140e-01,1.743e+00,1.956e+00
1681605900,2.310e-01,2.243e+00,2.474e+00
1681605960,2.490e-01,2.442e+00,2.691e+00
1681606020,2.560e-01,2.481e+00,2.736e+00
1681606080,2.530e-01,2.319e+00,2.572e+00
1681606140,2.420e-01,2.124e+00,2.366e+00
1681606200,2.200e-01,1.894e+00,2.114e+00
1681606260,2.590e-01,2.160e+00,2.419e+00
1681606320,2.860e-01,2.317e+00,2.603e+00
1681606380,2.410e-01,2.074e+00,2.315e+00
1681606440,2.520e-01,2.330e+00,2.582e+00
1681606500,2.970e-01,2.840e+00,3.138e+00
1681606560,3.310e-01,3.692e+00,4.022e+00
1681606620,3.340e-01,3.957e+00,4.290e+00
1681606680,5.410e+00,2.369e+00,7.779e+00
1681606740,8.950e+00,5.585e+00,1.454e+01
1681606800,2.642e+00,1.230e+01,1.494e+01
1681606860,2.720e+00,2.279e+01,2.551e+01
1681606920,5.060e-01,8.350e+00,8.860e+00
1681606980,2.030e-01,2.074e+00,2.276e+00
1681607040,2.050e-01,3.430e+00,3.635e+00
1681607100,2.650e-01,4.684e+00,4.949e+00
1681607160,2.660e-01,4.582e+00,4.847e+00
1681607220,2.620e-01,4.496e+00,4.757e+00
1681607280,2.500e-01,4.235e+00,4.485e+00
1681607340,2.600e-01,4.484e+00,4.744e+00
1681607400,2.880e-01,5.119e+00,5.407e+00
1681607460,1.264e+00,1.909e+01,2.036e+01
1681607520,8.530e-01,1.906e+01,1.991e+01
1681607580,5.770e-01,1.578e+01,1.635e+01
1681607640,4.160e-01,1.256e+01,1.298e+01
1681607700,3.830e-01,1.202e+01,1.240e+01
1681607760,3.730e-01,1.157e+01,1.194e+01
1681607820,3.570e-01,1.112e+01,1.148e+01
1681607880,3.830e-01,1.051e+01,1.089e+01
1681607940,6.250e-01,1.018e+01,1.081e+01
1681608000,5.850e-01,9.210e+00,9.790e+00
1681608060,5.540e-01,8.070e+00,8.620e+00
1681608120,5.340e-01,7.155e+00,7.689e+00
1681608180,5.170e-01,6.518e+00,7.035e+00
1681608240,5.040e-01,6.366e+00,6.870e+00
1681608300,4.950e-01,6.120e+00,6.615e+00
1681608360,3.810e-01,6.046e+00,6.427e+00
1681608420,1.700e-01,5.839e+00,6.009e+00
1681608480,1.750e-01,6.049e+00,6.224e+00
1681608540,1.680e-01,6.365e+00,6.533e+00
1681608600,1.660e-01,6.555e+00,6.722e+00
1681608660,1.580e-01,6.514e+00,6.672e+00
1681608720,1.520e-01,6.579e+00,6.731e+00
1681608780,1.580e-01,6.899e+00,7.057e+00
1681608840,1.600e-01,7.235e+00,7.395e+00
1681608900,1.670e-01,7.985e+00,8.150e+00
1681608960,1.770e-01,8.870e+00,9.050e+00
1681609020,1.890e-01,1.002e+01,1.021e+01
1681609080,1.890e-01,1.145e+01,1.164e+01
1681609140,1.920e-01,1.321e+01,1.340e+01
1681609200,1.940e-01,1.495e+01,1.515e+01
1681609260,1.860e-01,1.672e+01,1.691e+01
1681609320,1.920e-01,1.873e+01,1.892e+01
1681609380,1.950e-01,2.043e+01,2.062e+01
1681609440,1.940e-01,2.135e+01,2.155e+01
1681609500,2.000e-01,2.167e+01,2.187e+01
1681609560,2.140e-01,2.125e+01,2.147e+01
1681609620,2.260e-01,2.025e+01,2.048e+01
1681609680,2.220e-01,1.879e+01,1.901e+01
1681609740,2.260e-01,1.722e+01,1.744e+01
1681609800,2.230e-01,1.551e+01,1.573e+01
1681609860,2.210e-01,1.376e+01,1.398e+01
1681609920,2.230e-01,1.250e+01,1.273e+01
1681609980,2.160e-01,1.147e+01,1.168e+01
1681610040,2.120e-01,1.064e+01,1.086e+01
1681610100,1.990e-01,1.010e+01,1.030e+01
1681610160,2.120e-01,1.032e+01,1.053e+01
1681610220,2.080e-01,1.045e+01,1.066e+01
1681610280,1.970e-01,1.013e+01,1.032e+01
1681610340,1.810e-01,9.950e+00,1.013e+01
1681610400,1.580e-01,9.740e+00,9.900e+00
1681610460,1.500e-01,9.770e+00,9.920e+00
1681610520,1.430e-01,1.008e+01,1.022e+01
1681610580,1.420e-01,1.018e+01,1.032e+01
1681610640,1.220e-01,9.640e+00,9.760e+00
1681610700,1.110e-01,9.090e+00,9.200e+00
1681610760,1.060e-01,8.910e+00,9.010e+00
1681610820,1.030e-01,8.810e+00,8.910e+00
1681610880,1.080e-01,8.720e+00,8.830e+00
1681610940,9.600e-02,8.480e+00,8.580e+00
1681611000,9.700e-02,8.170e+00,8.270e+00
1681611060,8.800e-02,7.953e+00,8.040e+00
1681611120,9.000e-02,7.750e+00,7.840e+00
1681611180,9.300e-02,7.544e+00,7.637e+00
1681611240,9.100e-02,7.171e+00,7.261e+00
1681611300,9.100e-02,6.806e+00,6.897e+00
1681611360,8.900e-02,6.476e+00,6.565e+00
1681611420,8.300e-02,6.305e+00,6.387e+00
1681611480,8.000e-02,6.555e+00,6.635e+00
1681611540,8.900e-02,7.380e+00,7.469e+00
1681611600,9.000e-02,8.300e+00,8.390e+00
1681611660,1.010e-01,9.030e+00,9.130e+00
1681611720,1.070e-01,9.590e+00,9.700e+00
1681611780,1.350e-01,1.044e+01,1.057e+01
1681611840,1.880e-01,1.143e+01,1.162e+01
1681611900,2.360e-01,1.205e+01,1.228e+01
1681611960,2.460e-01,1.193e+01,1.218e+01
1681612020,2.340e-01,1.101e+01,1.124e+01
1681612080,2.360e-01,1.021e+01,1.045e+01
1681612140,2.240e-01,9.680e+00,9.910e+00
1681612200,2.210e-01,9.380e+00,9.600e+00
1681612260,1.930e-01,8.840e+00,9.030e+00
1681612320,1.400e-01,8.420e+00,8.560e+00
1681612380,1.000e-01,8.210e+00,8.310e+00
1681612440,9.100e-02,8.320e+00,8.410e+00
1681612500,9.400e-02,8.570e+00,8.670e+00
1681612560,8.900e-02,8.800e+00,8.890e+00
1681612620,9.600e-02,8.990e+00,9.090e+00
1681612680,9.000e-02,9.220e+00,9.310e+00
1681612740,8.800e-02,9.490e+00,9.580e+00
1681612800,9.300e-02,9.910e+00,1.001e+01
1681612860,9.700e-02,1.041e+01,1.050e+01
1681612920,9.600e-02,1.076e+01,1.085e+01
1681612980,8.800e-02,1.139e+01,1.148e+01
1681613040,8.900e-02,1.197e+01,1.206e+01
1681613100,8.800e-02,1.239e+01,1.248e+01
1681613160,9.600e-02,1.298e+01,1.308e+01
1681613220,9.700e-02,1.356e+01,1.366e+01
1681613280,9.500e-02,1.377e+01,1.386e+01
1681613340,9.000e-02,1.329e+01,1.338e+01
1681613400,8.580e-01,1.262e+01,1.347e+01
1681613460,3.507e+01,3.503e+01,7.009e+01
1681613520,5.456e+01,5.147e+01,1.060e+02
1681613580,2.860e+01,4.152e+01,7.012e+01
1681613640,3.642e+00,2.800e+01,3.165e+01
1681613700,3.521e+00,3.402e+01,3.754e+01
1681613760,2.619e+00,3.587e+01,3.849e+01
1681613820,1.443e+00,3.179e+01,3.323e+01
1681613880,1.582e+00,3.146e+01,3.304e+01
1681613940,7.910e-01,2.083e+01,2.162e+01
1681614000,6.350e-01,1.591e+01,1.654e+01
1681614060,3.950e-01,1.656e+01,1.696e+01
1681614120,2.440e-01,1.466e+01,1.490e+01
1681614180,2.920e-01,1.465e+01,1.494e+01
1681614240,3.650e-01,1.452e+01,1.489e+01
1681614300,3.940e-01,1.405e+01,1.444e+01
1681614360,3.990e-01,1.347e+01,1.387e+01
1681614420,3.890e-01,1.280e+01,1.319e+01
1681614480,3.820e-01,1.221e+01,1.259e+01
1681614540,3.740e-01,1.150e+01,1.188e+01
1681614600,3.590e-01,1.068e+01,1.104e+01
1681614660,3.000e-01,9.700e+00,1.000e+01
1681614720,1.940e-01,8.950e+00,9.150e+00
1681614780,1.590e-01,8.420e+00,8.570e+00
1681614840,2.010e-01,7.918e+00,8.120e+00
1681614900,2.050e-01,7.509e+00,7.714e+00
1681614960,1.900e-01,7.154e+00,7.344e+00
1681615020,1.820e-01,6.980e+00,7.162e+00
1681615080,1.720e-01,7.003e+00,7.176e+00
1681615140,1.970e-01,7.115e+00,7.313e+00
1681615200,2.390e-01,7.534e+00,7.773e+00
1681615260,2.400e-01,7.858e+00,8.100e+00
1681615320,1.700e-01,8.250e+00,8.420e+00
1681615380,1.730e-01,8.480e+00,8.650e+00
1681615440,1.830e-01,8.710e+00,8.900e+00
1681615500,1.780e-01,8.790e+00,8.970e+00
1681615560,1.770e-01,8.790e+00,8.970e+00
1681615620,1.410e-01,8.730e+00,8.870e+00
1681615680,1.220e-01,8.590e+00,8.710e+00
1681615740,1.210e-01,8.620e+00,8.740e+00
1681615800,1.180e-01,8.610e+00,8.730e+00
1681615860,1.240e-01,8.610e+00,8.740e+00
1681615920,1.170e-01,8.770e+00,8.890e+00
1681615980,1.270e-01,9.040e+00,9.170e+00
1681616040,1.410e-01,9.640e+00,9.780e+00
1681616100,1.430e-01,1.042e+01,1.056e+01
1681616160,1.410e-01,1.121e+01,1.135e+01
1681616220,1.450e-01,1.233e+01,1.248e+01
1681616280,1.500e-01,1.366e+01,1.381e+01
1681616340,1.540e-01,1.488e+01,1.504e+01
1681616400,1.660e-01,1.580e+01,1.596e+01
1681616460,1.660e-01,1.623e+01,1.639e+01
1681616520,1.650e-01,1.618e+01,1.635e+01
1681616580,1.690e-01,1.601e+01,1.618e+01
1681616640,1.730e-01,1.571e+01,1.589e+01
1681616700,1.820e-01,1.510e+01,1.528e+01
1681616760,1.980e-01,1.465e+01,1.485e+01
1681616820,2.100e-01,1.448e+01,1.468e+01
1681616880,2.110e-01,1.488e+01,1.509e+01
1681616940,2.140e-01,1.565e+01,1.587e+01
1681617000,2.080e-01,1.614e+01,1.635e+01
1681617060,2.040e-01,1.615e+01,1.636e+01
1681617120,2.070e-01,1.591e+01,1.612e+01
1681617180,1.990e-01,1.541e+01,1.561e+01
1681617240,1.830e-01,1.455e+01,1.473e+01
1681617300,1.650e-01,1.335e+01,1.352e+01
1681617360,1.570e-01,1.191e+01,1.206e+01
1681617420,1.680e-01,1.036e+01,1.053e+01
1681617480,1.610e-01,9.380e+00,9.540e+00
1681617540,1.630e-01,8.840e+00,9.010e+00
1681617600,1.640e-01,8.500e+00,8.660e+00
1681617660,1.660e-01,8.340e+00,8.510e+00
1681617720,1.730e-01,8.230e+00,8.400e+00
1681617780,1.780e-01,8.180e+00,8.360e+00
1681617840,1.730e-01,8.180e+00,8.350e+00
1681617900,1.650e-01,8.190e+00,8.360e+00
1681617960,1.800e-01,8.170e+00,8.350e+00
1681618020,1.850e-01,8.190e+00,8.380e+00
1681618080,1.800e-01,8.250e+00,8.430e+00
1681618140,1.770e-01,8.280e+00,8.450e+00
1681618200,1.710e-01,8.380e+00,8.550e+00
1681618260,1.740e-01,8.540e+00,8.710e+00
1681618320,1.800e-01,8.740e+00,8.920e+00
1681618380,1.830e-01,8.990e+00,9.170e+00
1681618440,1.900e-01,9.240e+00,9.430e+00
1681618500,2.040e-01,9.490e+00,9.690e+00
1681618560,2.030e-01,9.730e+00,9.940e+00
1681618620,2.000e-01,1.003e+01,1.023e+01
1681618680,1.910e-01,1.025e+01,1.044e+01
1681618740,1.950e-01,1.040e+01,1.060e+01
1681618800,1.960e-01,1.062e+01,1.081e+01
1681618860,1.970e-01,1.072e+01,1.091e+01
