nox,tz=0,v=1.5
1688851080,1.800e-01,8.010e-01,9.820e-01
1688851140,1.910e-01,8.380e-01,1.028e+00
1688851200,1.880e-01,8.420e-01,1.030e+00
1688851260,2.050e-01,8.990e-01,1.104e+00
1688851320,2.270e-01,9.520e-01,1.178e+00
1688851380,2.440e-01,1.023e+00,1.267e+00
1688851440,2.500e-01,1.041e+00,1.291e+00
1688851500,2.460e-01,1.040e+00,1.285e+00
1688851560,2.400e-01,1.002e+00,1.242e+00
1688851620,2.360e-01,9.680e-01,1.204e+00
1688851680,2.340e-01,9.560e-01,1.191e+00
1688851740,2.130e-01,9.170e-01,1.130e+00
1688851800,1.990e-01,8.790e-01,1.079e+00
1688851860,1.850e-01,8.040e-01,9.890e-01
1688851920,1.810e-01,7.880e-01,9.690e-01
1688851980,1.900e-01,8.110e-01,1.001e+00
1688852040,2.010e-01,8.640e-01,1.065e+00
1688852100,2.180e-01,9.600e-01,1.178e+00
1688852160,2.440e-01,1.063e+00,1.308e+00
1688852220,2.550e-01,1.117e+00,1.372e+00
1688852280,2.740e-01,1.154e+00,1.428e+00
1688852340,2.840e-01,1.189e+00,1.473e+00
1688852400,2.890e-01,1.191e+00,1.480e+00
1688852460,2.790e-01,1.155e+00,1.434e+00
1688852520,2.670e-01,1.078e+00,1.345e+00
1688852580,2.460e-01,9.470e-01,1.193e+00
1688852640,2.300e-01,8.290e-01,1.059e+00
1688852700,2.190e-01,7.610e-01,9.800e-01
1688852760,1.940e-01,7.110e-01,9.060e-01
1688852820,1.920e-01,6.930e-01,8.860e-01
1688852880,1.960e-01,7.290e-01,9.250e-01
1688852940,2.100e-01,7.900e-01,1.000e+00
1688853000,2.200e-01,8.400e-01,1.061e+00
1688853060,2.290e-01,9.170e-01,1.146e+00
1688853120,2.370e-01,9.700e-01,1.207e+00
1688853180,2.440e-01,9.850e-01,1.229e+00
1688853240,2.520e-01,1.048e+00,1.300e+00
1688853300,2.550e-01,1.053e+00,1.308e+00
1688853360,2.490e-01,1.012e+00,1.261e+00
1688853420,2.350e-01,9.660e-01,1.202e+00
1688853480,2.350e-01,9.700e-01,1.205e+00
1688853540,2.260e-01,9.200e-01,1.145e+00
1688853600,2.090e-01,8.600e-01,1.069e+00
1688853660,1.990e-01,8.320e-01,1.032e+00
1688853720,1.930e-01,7.680e-01,9.610e-01
1688853780,1.830e-01,7.400e-01,9.230e-01
1688853840,1.810e-01,7.440e-01,9.250e-01
1688853900,1.900e-01,7.510e-01,9.400e-01
1688853960,1.760e-01,6.740e-01,8.500e-01
1688854020,1.750e-01,6.510e-01,8.260e-01
1688854080,1.870e-01,6.570e-01,8.440e-01
1688854140,1.890e-01,6.620e-01,8.510e-01
1688854200,1.850e-01,6.800e-01,8.660e-01
1688854260,1.850e-01,6.980e-01,8.830e-01
1688854320,1.820e-01,6.900e-01,8.730e-01
1688854380,1.790e-01,6.880e-01,8.670e-01
1688854440,1.770e-01,7.030e-01,8.790e-01
1688854500,1.790e-01,6.980e-01,8.770e-01
1688854560,1.730e-01,6.580e-01,8.310e-01
1688854620,1.700e-01,6.190e-01,7.890e-01
1688854680,1.760e-01,5.440e-01,7.190e-01
1688854740,1.840e-01,4.990e-01,6.830e-01
1688854800,1.760e-01,4.830e-01,6.590e-01
1688854860,1.800e-01,5.060e-01,6.860e-01
1688854920,1.920e-01,5.960e-01,7.880e-01
1688854980,1.900e-01,6.250e-01,8.150e-01
1688855040,2.250e-01,7.540e-01,9.790e-01
1688855100,2.560e-01,9.870e-01,1.242e+00
1688855160,2.500e-01,1.031e+00,1.281e+00
1688855220,2.470e-01,1.041e+00,1.288e+00
1688855280,2.510e-01,1.024e+00,1.275e+00
1688855340,2.470e-01,9.940e-01,1.240e+00
1688855400,2.340e-01,9.320e-01,1.166e+00
1688855460,2.300e-01,9.360e-01,1.166e+00
1688855520,1.930e-01,8.040e-01,9.970e-01
1688855580,1.690e-01,6.450e-01,8.140e-01
1688855640,1.710e-01,6.540e-01,8.250e-01
1688855700,1.690e-01,6.410e-01,8.100e-01
1688855760,1.700e-01,6.470e-01,8.160e-01
1688855820,1.710e-01,6.440e-01,8.150e-01
1688855880,1.870e-01,6.480e-01,8.350e-01
1688855940,1.890e-01,6.430e-01,8.320e-01
1688856000,1.970e-01,6.770e-01,8.740e-01
1688856060,1.980e-01,6.960e-01,8.940e-01
1688856120,2.010e-01,7.180e-01,9.190e-01
1688856180,2.090e-01,7.690e-01,9.780e-01
1688856240,2.150e-01,7.730e-01,9.880e-01
1688856300,2.240e-01,7.930e-01,1.018e+00
1688856360,2.130e-01,8.360e-01,1.048e+00
1688856420,2.020e-01,8.230e-01,1.025e+00
1688856480,1.910e-01,7.820e-01,9.730e-01
1688856540,1.900e-01,7.490e-01,9.390e-01
1688856600,1.870e-01,7.210e-01,9.080e-01
1688856660,1.840e-01,6.680e-01,8.510e-01
1688856720,1.730e-01,6.620e-01,8.350e-01
1688856780,1.690e-01,6.610e-01,8.300e-01
1688856840,1.710e-01,6.400e-01,8.110e-01
1688856900,1.760e-01,6.210e-01,7.960e-01
1688856960,1.810e-01,6.210e-01,8.020e-01
1688857020,1.880e-01,6.580e-01,8.460e-01
1688857080,1.830e-01,6.780e-01,8.610e-01
1688857140,1.800e-01,6.970e-01,8.780e-01
1688857200,1.810e-01,6.870e-01,8.690e-01
1688857260,1.820e-01,6.790e-01,8.610e-01
1688857320,1.940e-01,6.780e-01,8.720e-01
1688857380,1.960e-01,7.140e-01,9.100e-01
1688857440,1.910e-01,6.970e-01,8.880e-01
1688857500,1.920e-01,6.650e-01,8.570e-01
1688857560,2.020e-01,6.910e-01,8.930e-01
1688857620,2.200e-01,7.280e-01,9.480e-01
1688857680,2.260e-01,7.820e-01,1.008e+00
1688857740,2.250e-01,8.000e-01,1.025e+00
1688857800,2.270e-01,8.230e-01,1.051e+00
1688857860,2.340e-01,8.200e-01,1.054e+00
1688857920,2.470e-01,8.390e-01,1.086e+00
1688857980,2.510e-01,8.520e-01,1.103e+00
1688858040,2.430e-01,8.230e-01,1.067e+00
1688858100,2.280e-01,7.880e-01,1.016e+00
1688858160,2.160e-01,7.310e-01,9.470e-01
1688858220,2.140e-01,7.150e-01,9.290e-01
1688858280,2.230e-01,7.370e-01,9.600e-01
1688858340,2.320e-01,8.210e-01,1.053e+00
1688858400,2.450e-01,9.540e-01,1.199e+00
1688858460,2.560e-01,1.013e+00,1.270e+00
1688858520,2.530e-01,1.029e+00,1.282e+00
1688858580,2.680e-01,1.087e+00,1.355e+00
1688858640,2.820e-01,1.133e+00,1.415e+00
1688858700,2.740e-01,1.130e+00,1.404e+00
1688858760,2.670e-01,1.121e+00,1.388e+00
1688858820,2.580e-01,1.069e+00,1.327e+00
1688858880,2.390e-01,9.830e-01,1.222e+00
1688858940,2.380e-01,1.002e+00,1.241e+00
1688859000,2.450e-01,1.007e+00,1.252e+00
1688859060,2.340e-01,9.850e-01,1.219e+00
1688859120,2.280e-01,9.860e-01,1.213e+00
1688859180,2.300e-01,9.990e-01,1.229e+00
1688859240,2.200e-01,9.770e-01,1.196e+00
1688859300,2.150e-01,9.870e-01,1.202e+00
1688859360,2.230e-01,9.990e-01,1.222e+00
1688859420,2.150e-01,9.870e-01,1.202e+00
1688859480,2.120e-01,9.890e-01,1.201e+00
1688859540,2.200e-01,9.880e-01,1.209e+00
1688859600,2.330e-01,1.053e+00,1.286e+00
1688859660,2.400e-01,1.067e+00,1.306e+00
1688859720,2.400e-01,1.041e+00,1.281e+00
1688859780,2.330e-01,1.023e+00,1.256e+00
1688859840,2.150e-01,1.000e+00,1.215e+00
1688859900,2.140e-01,9.920e-01,1.206e+00
1688859960,2.030e-01,9.820e-01,1.185e+00
1688860020,1.990e-01,9.430e-01,1.142e+00
1688860080,1.830e-01,8.540e-01,1.038e+00
1688860140,1.710e-01,8.590e-01,1.030e+00
1688860200,1.760e-01,8.860e-01,1.062e+00
1688860260,1.730e-01,9.270e-01,1.099e+00
1688860320,1.730e-01,9.670e-01,1.139e+00
1688860380,1.690e-01,1.008e+00,1.177e+00
1688860440,1.700e-01,1.086e+00,1.256e+00
1688860500,1.580e-01,1.129e+00,1.287e+00
1688860560,1.480e-01,1.100e+00,1.248e+00
1688860620,1.440e-01,1.045e+00,1.188e+00
1688860680,1.340e-01,1.017e+00,1.151e+00
1688860740,1.300e-01,9.560e-01,1.086e+00
1688860800,1.230e-01,9.080e-01,1.031e+00
1688860860,1.190e-01,8.400e-01,9.590e-01
1688860920,1.090e-01,7.870e-01,8.960e-01
1688860980,1.100e-01,8.070e-01,9.170e-01
1688861040,1.120e-01,8.990e-01,1.011e+00
1688861100,1.090e-01,1.035e+00,1.144e+00
1688861160,1.010e-01,1.122e+00,1.223e+00
1688861220,9.600e-02,1.128e+00,1.224e+00
1688861280,9.600e-02,1.152e+00,1.248e+00
1688861340,9.700e-02,1.251e+00,1.348e+00
1688861400,9.800e-02,1.324e+00,1.422e+00
1688861460,1.030e-01,1.365e+00,1.468e+00
1688861520,1.070e-01,1.346e+00,1.453e+00
1688861580,1.080e-01,1.263e+00,1.371e+00
1688861640,1.170e-01,1.269e+00,1.386e+00
1688861700,1.310e-01,1.373e+00,1.504e+00
1688861760,1.400e-01,1.486e+00,1.626e+00
1688861820,1.550e-01,1.495e+00,1.650e+00
1688861880,1.620e-01,1.422e+00,1.584e+00
1688861940,1.630e-01,1.420e+00,1.582e+00
1688862000,1.540e-01,1.448e+00,1.602e+00
1688862060,1.540e-01,1.499e+00,1.653e+00
1688862120,1.590e-01,1.567e+00,1.727e+00
1688862180,1.700e-01,1.573e+00,1.743e+00
1688862240,1.740e-01,1.565e+00,1.740e+00
1688862300,1.640e-01,1.567e+00,1.731e+00
1688862360,1.650e-01,1.616e+00,1.781e+00
1688862420,1.650e-01,1.612e+00,1.777e+00
1688862480,1.860e-01,1.609e+00,1.795e+00
1688862540,1.970e-01,1.598e+00,1.795e+00
1688862600,1.850e-01,1.528e+00,1.713e+00
1688862660,1.730e-01,1.418e+00,1.591e+00
1688862720,1.630e-01,1.350e+00,1.512e+00
1688862780,1.650e-01,1.348e+00,1.514e+00
1688862840,1.700e-01,1.361e+00,1.531e+00
1688862900,1.790e-01,1.392e+00,1.571e+00
1688862960,1.690e-01,1.401e+00,1.570e+00
1688863020,1.620e-01,1.370e+00,1.532e+00
1688863080,1.710e-01,1.373e+00,1.545e+00
1688863140,1.780e-01,1.424e+00,1.602e+00
1688863200,1.810e-01,1.496e+00,1.677e+00
1688863260,1.850e-01,1.545e+00,1.730e+00
1688863320,1.830e-01,1.556e+00,1.738e+00
1688863380,1.710e-01,1.523e+00,1.694e+00
1688863440,1.660e-01,1.486e+00,1.652e+00
1688863500,1.660e-01,1.508e+00,1.673e+00
1688863560,1.680e-01,1.569e+00,1.737e+00
1688863620,1.680e-01,1.669e+00,1.836e+00
1688863680,1.680e-01,1.655e+00,1.823e+00
1688863740,1.630e-01,1.656e+00,1.819e+00
1688863800,1.700e-01,1.776e+00,1.945e+00
1688863860,1.850e-01,1.955e+00,2.140e+00
1688863920,1.950e-01,2.158e+00,2.353e+00
1688863980,2.000e-01,2.274e+00,2.475e+00
1688864040,1.940e-01,2.376e+00,2.570e+00
1688864100,2.030e-01,2.383e+00,2.586e+00
1688864160,2.000e-01,2.457e+00,2.658e+00
1688864220,1.990e-01,2.545e+00,2.744e+00
1688864280,1.930e-01,2.566e+00,2.759e+00
1688864340,1.980e-01,2.552e+00,2.750e+00
1688864400,1.900e-01,2.502e+00,2.692e+00
1688864460,1.890e-01,2.461e+00,2.650e+00
1688864520,1.830e-01,2.414e+00,2.597e+00
1688864580,1.730e-01,2.432e+00,2.605e+00
1688864640,1.730e-01,2.418e+00,2.591e+00
1688864700,1.740e-01,2.367e+00,2.541e+00
1688864760,1.680e-01,2.329e+00,2.497e+00
1688864820,1.560e-01,2.371e+00,2.527e+00
1688864880,1.750e-01,2.443e+00,2.618e+00
1688864940,1.820e-01,2.499e+00,2.681e+00
1688865000,1.830e-01,2.433e+00,2.616e+00
1688865060,1.800e-01,2.332e+00,2.512e+00
1688865120,1.780e-01,2.249e+00,2.427e+00
1688865180,1.790e-01,2.176e+00,2.355e+00
1688865240,1.840e-01,2.101e+00,2.285e+00
1688865300,1.860e-01,2.008e+00,2.194e+00
1688865360,1.810e-01,1.915e+00,2.095e+00
1688865420,1.820e-01,1.926e+00,2.108e+00
1688865480,1.860e-01,2.027e+00,2.213e+00
1688865540,1.880e-01,2.098e+00,2.286e+00
1688865600,1.880e-01,2.192e+00,2.381e+00
1688865660,1.950e-01,2.320e+00,2.515e+00
1688865720,2.000e-01,2.448e+00,2.648e+00
1688865780,2.030e-01,2.601e+00,2.804e+00
1688865840,1.930e-01,2.853e+00,3.046e+00
1688865900,2.010e-01,3.139e+00,3.339e+00
1688865960,2.170e-01,3.369e+00,3.586e+00
1688866020,2.280e-01,3.594e+00,3.822e+00
1688866080,2.370e-01,3.727e+00,3.964e+00
1688866140,2.290e-01,3.806e+00,4.034e+00
1688866200,2.160e-01,3.897e+00,4.113e+00
1688866260,2.070e-01,3.898e+00,4.104e+00
1688866320,1.960e-01,3.750e+00,3.945e+00
1688866380,1.850e-01,3.537e+00,3.722e+00
1688866440,1.660e-01,3.372e+00,3.539e+00
1688866500,1.580e-01,3.271e+00,3.430e+00
1688866560,1.420e-01,3.235e+00,3.377e+00
1688866620,1.330e-01,3.238e+00,3.371e+00
1688866680,1.320e-01,3.197e+00,3.330e+00
1688866740,1.260e-01,3.177e+00,3.302e+00
1688866800,1.310e-01,3.131e+00,3.262e+00
1688866860,1.370e-01,3.124e+00,3.261e+00
1688866920,1.370e-01,3.115e+00,3.252e+00
1688866980,1.400e-01,3.085e+00,3.225e+00
1688867040,1.450e-01,3.024e+00,3.169e+00
1688867100,1.420e-01,2.928e+00,3.071e+00
1688867160,1.390e-01,2.852e+00,2.990e+00
1688867220,1.300e-01,2.832e+00,2.963e+00
1688867280,1.140e-01,2.850e+00,2.963e+00
1688867340,1.000e-01,2.865e+00,2.965e+00
1688867400,9.300e-02,2.895e+00,2.988e+00
1688867460,8.800e-02,2.958e+00,3.046e+00
1688867520,8.900e-02,3.001e+00,3.090e+00
1688867580,8.900e-02,3.035e+00,3.124e+00
1688867640,9.500e-02,3.074e+00,3.169e+00
1688867700,9.700e-02,3.159e+00,3.256e+00
1688867760,9.700e-02,3.226e+00,3.323e+00
1688867820,9.600e-02,3.251e+00,3.347e+00
1688867880,9.100e-02,3.255e+00,3.346e+00
1688867940,8.300e-02,3.222e+00,3.305e+00
1688868000,8.700e-02,3.216e+00,3.303e+00
1688868060,8.700e-02,3.216e+00,3.302e+00
1688868120,8.400e-02,3.175e+00,3.259e+00
1688868180,8.000e-02,3.139e+00,3.219e+00
1688868240,7.800e-02,3.103e+00,3.181e+00
1688868300,7.700e-02,3.065e+00,3.142e+00
1688868360,7.700e-02,3.037e+00,3.114e+00
1688868420,8.000e-02,3.028e+00,3.108e+00
1688868480,6.700e-02,2.985e+00,3.051e+00
1688868540,6.600e-02,2.926e+00,2.991e+00
1688868600,6.400e-02,2.892e+00,2.956e+00
1688868660,7.000e-02,2.862e+00,2.932e+00
1688868720,7.600e-02,2.843e+00,2.919e+00
1688868780,7.600e-02,2.879e+00,2.955e+00
1688868840,7.700e-02,2.921e+00,2.998e+00
1688868900,7.800e-02,2.965e+00,3.043e+00
1688868960,8.400e-02,3.011e+00,3.095e+00
1688869020,7.700e-02,3.066e+00,3.143e+00
1688869080,7.900e-02,3.105e+00,3.184e+00
1688869140,7.900e-02,3.136e+00,3.215e+00
1688869200,7.500e-02,3.170e+00,3.245e+00
1688869260,7.500e-02,3.174e+00,3.249e+00
1688869320,6.800e-02,3.180e+00,3.247e+00
1688869380,6.500e-02,3.188e+00,3.253e+00
1688869440,6.300e-02,3.212e+00,3.274e+00
1688869500,6.600e-02,3.242e+00,3.308e+00
1688869560,6.100e-02,3.297e+00,3.358e+00
1688869620,6.300e-02,3.325e+00,3.388e+00
1688869680,6.800e-02,3.348e+00,3.416e+00
1688869740,7.400e-02,3.424e+00,3.497e+00
1688869800,7.400e-02,3.460e+00,3.533e+00
1688869860,7.100e-02,3.480e+00,3.551e+00
1688869920,7.200e-02,3.496e+00,3.568e+00
1688869980,7.100e-02,3.528e+00,3.599e+00
1688870040,6.600e-02,3.516e+00,3.582e+00
1688870100,5.300e-02,3.559e+00,3.612e+00
1688870160,2.500e-02,3.541e+00,3.582e+00
1688870220,2.500e-02,3.513e+00,3.544e+00
1688870280,2.500e-02,3.574e+00,3.603e+00
1688870340,2.500e-02,3.577e+00,3.608e+00
1688870400,2.500e-02,3.594e+00,3.619e+00
1688870460,2.500e-02,3.624e+00,3.656e+00
1688870520,6.400e-02,3.950e+00,4.014e+00
1688870580,6.700e-02,3.915e+00,3.982e+00
1688870640,8.900e-02,4.216e+00,4.305e+00
1688870700,1.220e-01,5.090e+00,5.212e+00
1688870760,1.410e-01,5.970e+00,6.110e+00
1688870820,1.440e-01,6.173e+00,6.317e+00
1688870880,1.550e-01,6.109e+00,6.264e+00
1688870940,1.490e-01,5.815e+00,5.965e+00
1688871000,1.340e-01,5.299e+00,5.433e+00
1688871060,1.360e-01,5.065e+00,5.201e+00
1688871120,1.090e-01,4.413e+00,4.522e+00
1688871180,8.400e-02,3.226e+00,3.309e+00
1688871240,7.200e-02,2.336e+00,2.407e+00
1688871300,6.800e-02,2.048e+00,2.115e+00
1688871360,6.000e-02,1.996e+00,2.056e+00
1688871420,6.600e-02,1.980e+00,2.046e+00
1688871480,6.700e-02,1.909e+00,1.976e+00
1688871540,6.400e-02,1.854e+00,1.918e+00
1688871600,7.000e-02,1.787e+00,1.857e+00
1688871660,6.900e-02,1.817e+00,1.886e+00
1688871720,8.900e-02,1.787e+00,1.876e+00
1688871780,9.700e-02,1.773e+00,1.870e+00
1688871840,9.600e-02,1.717e+00,1.813e+00
1688871900,9.000e-02,1.877e+00,1.968e+00
1688871960,8.900e-02,1.973e+00,2.062e+00
1688872020,9.300e-02,2.073e+00,2.166e+00
1688872080,9.300e-02,2.231e+00,2.324e+00
1688872140,9.200e-02,2.409e+00,2.501e+00
1688872200,6.700e-02,2.605e+00,2.672e+00
1688872260,7.800e-02,2.694e+00,2.773e+00
1688872320,8.200e-02,2.635e+00,2.717e+00
1688872380,7.700e-02,2.688e+00,2.765e+00
1688872440,7.900e-02,2.693e+00,2.773e+00
1688872500,7.000e-02,2.533e+00,2.603e+00
1688872560,6.600e-02,2.283e+00,2.350e+00
1688872620,6.800e-02,1.988e+00,2.055e+00
1688872680,5.900e-02,1.778e+00,1.838e+00
1688872740,2.500e-02,1.744e+00,1.791e+00
1688872800,2.500e-02,1.667e+00,1.706e+00
1688872860,2.500e-02,1.479e+00,1.512e+00
1688872920,2.500e-02,1.442e+00,1.475e+00
1688872980,2.500e-02,1.496e+00,1.532e+00
1688873040,2.500e-02,1.547e+00,1.586e+00
1688873100,2.500e-02,1.613e+00,1.661e+00
1688873160,6.000e-02,1.622e+00,1.682e+00
1688873220,6.400e-02,1.566e+00,1.631e+00
1688873280,7.400e-02,1.581e+00,1.656e+00
1688873340,8.200e-02,1.568e+00,1.650e+00
1688873400,8.300e-02,1.588e+00,1.672e+00
1688873460,8.100e-02,1.575e+00,1.656e+00
1688873520,7.500e-02,1.583e+00,1.658e+00
1688873580,6.900e-02,1.528e+00,1.597e+00
1688873640,6.300e-02,1.512e+00,1.575e+00
1688873700,6.000e-02,1.576e+00,1.636e+00
1688873760,5.600e-02,1.628e+00,1.684e+00
1688873820,2.500e-02,1.690e+00,1.735e+00
1688873880,2.500e-02,1.692e+00,1.735e+00
1688873940,2.500e-02,1.672e+00,1.718e+00
1688874000,2.500e-02,1.654e+00,1.702e+00
1688874060,2.500e-02,1.666e+00,1.713e+00
1688874120,2.500e-02,1.674e+00,1.722e+00
1688874180,2.500e-02,1.690e+00,1.732e+00
1688874240,2.500e-02,1.699e+00,1.738e+00
1688874300,2.500e-02,1.699e+00,1.742e+00
1688874360,2.500e-02,1.747e+00,1.788e+00
1688874420,2.500e-02,1.784e+00,1.821e+00
1688874480,2.500e-02,1.728e+00,1.766e+00
1688874540,2.500e-02,1.627e+00,1.667e+00
1688874600,2.500e-02,1.542e+00,1.588e+00
1688874660,2.500e-02,1.451e+00,1.498e+00
1688874720,2.500e-02,1.373e+00,1.418e+00
1688874780,2.500e-02,1.305e+00,1.346e+00
1688874840,2.500e-02,1.245e+00,1.286e+00
1688874900,2.500e-02,1.210e+00,1.245e+00
1688874960,2.500e-02,1.251e+00,1.276e+00
1688875020,2.500e-02,1.307e+00,1.332e+00
1688875080,2.500e-02,1.414e+00,1.438e+00
1688875140,2.500e-02,1.707e+00,1.735e+00
1688875200,2.500e-02,2.018e+00,2.054e+00
1688875260,2.500e-02,2.327e+00,2.372e+00
1688875320,2.500e-02,2.659e+00,2.705e+00
1688875380,5.000e-02,2.928e+00,2.978e+00
1688875440,5.700e-02,3.181e+00,3.238e+00
1688875500,5.000e-02,3.353e+00,3.403e+00
1688875560,2.500e-02,3.306e+00,3.351e+00
1688875620,2.500e-02,3.031e+00,3.074e+00
1688875680,2.500e-02,2.748e+00,2.784e+00
1688875740,2.500e-02,2.499e+00,2.535e+00
1688875800,5.700e-02,2.876e+00,2.933e+00
1688875860,5.900e-02,3.016e+00,3.075e+00
1688875920,5.800e-02,2.981e+00,3.040e+00
1688875980,6.600e-02,3.016e+00,3.082e+00
1688876040,6.800e-02,3.168e+00,3.236e+00
1688876100,6.700e-02,3.318e+00,3.384e+00
1688876160,6.000e-02,3.473e+00,3.533e+00
1688876220,5.400e-02,3.480e+00,3.535e+00
1688876280,2.500e-02,2.896e+00,2.931e+00
1688876340,2.500e-02,2.803e+00,2.843e+00
1688876400,2.500e-02,2.736e+00,2.768e+00
1688876460,2.500e-02,2.705e+00,2.736e+00
1688876520,2.500e-02,2.625e+00,2.653e+00
1688876580,2.500e-02,2.577e+00,2.609e+00
1688876640,2.500e-02,2.561e+00,2.597e+00
1688876700,2.500e-02,2.559e+00,2.590e+00
1688876760,2.500e-02,2.576e+00,2.605e+00
1688876820,2.500e-02,2.579e+00,2.608e+00
1688876880,2.500e-02,2.738e+00,2.765e+00
1688876940,2.500e-02,3.055e+00,3.087e+00
1688877000,2.500e-02,3.534e+00,3.570e+00
1688877060,2.500e-02,4.158e+00,4.195e+00
1688877120,2.500e-02,4.687e+00,4.732e+00
1688877180,5.700e-02,5.219e+00,5.276e+00
1688877240,6.100e-02,5.624e+00,5.685e+00
1688877300,6.800e-02,5.923e+00,5.990e+00
1688877360,6.800e-02,6.058e+00,6.126e+00
1688877420,7.400e-02,6.144e+00,6.218e+00
1688877480,8.000e-02,6.153e+00,6.233e+00
1688877540,8.800e-02,5.972e+00,6.060e+00
1688877600,9.100e-02,5.846e+00,5.937e+00
1688877660,9.200e-02,5.534e+00,5.625e+00
1688877720,9.200e-02,5.496e+00,5.588e+00
1688877780,9.200e-02,5.587e+00,5.679e+00
1688877840,1.000e-01,5.826e+00,5.926e+00
1688877900,9.100e-02,5.997e+00,6.088e+00
1688877960,8.700e-02,5.832e+00,5.919e+00
1688878020,7.500e-02,5.727e+00,5.802e+00
1688878080,7.100e-02,5.649e+00,5.721e+00
1688878140,7.700e-02,5.545e+00,5.622e+00
1688878200,7.600e-02,5.339e+00,5.415e+00
1688878260,7.900e-02,5.010e+00,5.089e+00
1688878320,7.500e-02,4.489e+00,4.564e+00
1688878380,7.500e-02,4.124e+00,4.199e+00
1688878440,7.300e-02,3.989e+00,4.062e+00
1688878500,7.700e-02,4.448e+00,4.525e+00
1688878560,7.800e-02,5.607e+00,5.685e+00
1688878620,7.600e-02,6.925e+00,7.000e+00
1688878680,7.500e-02,8.460e+00,8.540e+00
1688878740,8.800e-02,9.970e+00,1.006e+01
1688878800,8.400e-02,1.120e+01,1.128e+01
1688878860,8.600e-02,1.226e+01,1.234e+01
1688878920,9.100e-02,1.297e+01,1.306e+01
1688878980,8.900e-02,1.274e+01,1.283e+01
1688879040,8.700e-02,1.172e+01,1.181e+01
1688879100,8.500e-02,1.053e+01,1.061e+01
1688879160,7.900e-02,9.120e+00,9.200e+00
1688879220,6.800e-02,7.825e+00,7.893e+00
1688879280,6.700e-02,6.703e+00,6.770e+00
1688879340,6.600e-02,5.764e+00,5.830e+00
1688879400,6.400e-02,5.052e+00,5.116e+00
1688879460,6.300e-02,4.501e+00,4.564e+00
1688879520,6.100e-02,4.133e+00,4.194e+00
1688879580,5.700e-02,3.865e+00,3.922e+00
1688879640,5.000e-02,3.664e+00,3.714e+00
1688879700,5.300e-02,3.423e+00,3.476e+00
1688879760,5.500e-02,3.203e+00,3.258e+00
1688879820,5.600e-02,3.069e+00,3.125e+00
1688879880,7.700e-02,3.018e+00,3.096e+00
1688879940,8.900e-02,3.071e+00,3.160e+00
1688880000,9.000e-02,3.258e+00,3.348e+00
1688880060,1.030e-01,3.600e+00,3.703e+00
1688880120,1.080e-01,4.080e+00,4.188e+00
1688880180,1.070e-01,4.593e+00,4.700e+00
1688880240,1.090e-01,5.037e+00,5.145e+00
1688880300,1.050e-01,5.367e+00,5.473e+00
1688880360,7.800e-02,5.666e+00,5.743e+00
1688880420,7.300e-02,5.907e+00,5.977e+00
1688880480,8.400e-02,6.038e+00,6.122e+00
1688880540,8.900e-02,6.071e+00,6.160e+00
1688880600,9.200e-02,6.255e+00,6.347e+00
1688880660,9.400e-02,6.604e+00,6.698e+00
1688880720,9.800e-02,7.052e+00,7.149e+00
1688880780,1.120e-01,7.279e+00,7.391e+00
1688880840,1.260e-01,7.444e+00,7.570e+00
1688880900,1.240e-01,7.570e+00,7.694e+00
1688880960,1.130e-01,7.777e+00,7.889e+00
1688881020,1.170e-01,7.955e+00,8.070e+00
1688881080,1.190e-01,7.973e+00,8.090e+00
1688881140,1.280e-01,7.807e+00,7.935e+00
1688881200,1.220e-01,7.830e+00,7.952e+00
1688881260,1.100e-01,8.110e+00,8.220e+00
1688881320,1.100e-01,8.520e+00,8.630e+00
1688881380,1.140e-01,8.940e+00,9.060e+00
1688881440,1.090e-01,9.100e+00,9.210e+00
1688881500,1.030e-01,9.020e+00,9.120e+00
1688881560,1.010e-01,8.810e+00,8.910e+00
1688881620,9.800e-02,8.560e+00,8.650e+00
1688881680,9.500e-02,8.120e+00,8.210e+00
1688881740,9.300e-02,7.624e+00,7.718e+00
1688881800,9.000e-02,7.103e+00,7.193e+00
1688881860,9.300e-02,6.626e+00,6.718e+00
1688881920,9.600e-02,6.261e+00,6.357e+00
1688881980,9.300e-02,5.959e+00,6.052e+00
1688882040,8.900e-02,5.649e+00,5.739e+00
1688882100,8.300e-02,5.335e+00,5.417e+00
1688882160,8.800e-02,5.101e+00,5.189e+00
1688882220,8.400e-02,4.843e+00,4.927e+00
1688882280,7.600e-02,4.611e+00,4.686e+00
1688882340,8.400e-02,4.365e+00,4.449e+00
1688882400,8.300e-02,4.187e+00,4.269e+00
1688882460,8.200e-02,4.100e+00,4.182e+00
1688882520,8.800e-02,4.092e+00,4.180e+00
1688882580,9.400e-02,4.178e+00,4.272e+00
1688882640,1.010e-01,4.393e+00,4.494e+00
1688882700,1.060e-01,4.543e+00,4.648e+00
1688882760,1.090e-01,4.604e+00,4.713e+00
1688882820,9.600e-02,4.646e+00,4.742e+00
1688882880,1.020e-01,4.608e+00,4.710e+00
1688882940,9.700e-02,4.574e+00,4.671e+00
1688883000,9.000e-02,4.471e+00,4.561e+00
1688883060,7.500e-02,4.373e+00,4.448e+00
1688883120,6.500e-02,4.219e+00,4.284e+00
1688883180,6.600e-02,4.157e+00,4.224e+00
1688883240,6.300e-02,4.203e+00,4.266e+00
