nox,tz=0,v=1.5
1688174760,1.980e-01,2.334e+00,2.532e+00
1688174820,1.980e-01,2.382e+00,2.581e+00
1688174880,1.910e-01,2.424e+00,2.615e+00
1688174940,1.910e-01,2.458e+00,2.649e+00
1688175000,2.070e-01,2.535e+00,2.742e+00
1688175060,2.180e-01,2.844e+00,3.062e+00
1688175120,2.170e-01,3.073e+00,3.290e+00
1688175180,2.140e-01,3.174e+00,3.388e+00
1688175240,2.100e-01,3.226e+00,3.436e+00
1688175300,2.060e-01,3.304e+00,3.510e+00
1688175360,2.070e-01,3.392e+00,3.599e+00
1688175420,1.940e-01,3.394e+00,3.588e+00
1688175480,1.760e-01,3.286e+00,3.462e+00
1688175540,1.590e-01,3.030e+00,3.189e+00
1688175600,1.590e-01,2.872e+00,3.032e+00
1688175660,1.600e-01,2.785e+00,2.945e+00
1688175720,1.590e-01,2.724e+00,2.883e+00
1688175780,1.540e-01,2.646e+00,2.799e+00
1688175840,1.470e-01,2.647e+00,2.794e+00
1688175900,1.630e-01,2.870e+00,3.033e+00
1688175960,1.660e-01,3.235e+00,3.401e+00
1688176020,1.630e-01,3.558e+00,3.721e+00
1688176080,1.670e-01,3.818e+00,3.984e+00
1688176140,1.700e-01,4.112e+00,4.282e+00
1688176200,1.750e-01,4.288e+00,4.463e+00
1688176260,1.720e-01,4.510e+00,4.682e+00
1688176320,1.780e-01,4.600e+00,4.777e+00
1688176380,1.640e-01,4.596e+00,4.760e+00
1688176440,1.630e-01,4.388e+00,4.551e+00
1688176500,1.600e-01,4.136e+00,4.296e+00
1688176560,1.460e-01,3.956e+00,4.102e+00
1688176620,1.370e-01,3.784e+00,3.921e+00
1688176680,1.440e-01,3.846e+00,3.991e+00
1688176740,1.390e-01,3.893e+00,4.032e+00
1688176800,1.330e-01,3.877e+00,4.010e+00
1688176860,1.330e-01,3.834e+00,3.967e+00
1688176920,1.400e-01,3.938e+00,4.078e+00
1688176980,1.410e-01,4.083e+00,4.223e+00
1688177040,1.430e-01,4.226e+00,4.369e+00
1688177100,1.460e-01,4.342e+00,4.488e+00
1688177160,1.370e-01,4.293e+00,4.429e+00
1688177220,1.360e-01,4.263e+00,4.399e+00
1688177280,1.420e-01,4.284e+00,4.425e+00
1688177340,1.350e-01,4.245e+00,4.380e+00
1688177400,1.270e-01,4.158e+00,4.285e+00
1688177460,1.310e-01,4.118e+00,4.249e+00
1688177520,1.300e-01,4.144e+00,4.274e+00
1688177580,1.210e-01,4.198e+00,4.319e+00
1688177640,1.190e-01,4.224e+00,4.343e+00
1688177700,1.290e-01,4.365e+00,4.494e+00
1688177760,1.300e-01,4.612e+00,4.742e+00
1688177820,1.340e-01,4.901e+00,5.035e+00
1688177880,1.320e-01,5.099e+00,5.231e+00
1688177940,1.280e-01,5.320e+00,5.448e+00
1688178000,1.260e-01,5.497e+00,5.624e+00
1688178060,1.270e-01,5.680e+00,5.807e+00
1688178120,1.350e-01,6.011e+00,6.146e+00
1688178180,1.400e-01,6.255e+00,6.395e+00
1688178240,1.360e-01,6.374e+00,6.510e+00
1688178300,1.380e-01,6.409e+00,6.547e+00
1688178360,1.380e-01,6.590e+00,6.729e+00
1688178420,1.470e-01,6.761e+00,6.908e+00
1688178480,1.530e-01,6.934e+00,7.087e+00
1688178540,1.530e-01,6.990e+00,7.143e+00
1688178600,1.400e-01,6.816e+00,6.956e+00
1688178660,1.270e-01,6.583e+00,6.710e+00
1688178720,1.250e-01,6.501e+00,6.626e+00
1688178780,1.270e-01,6.512e+00,6.639e+00
1688178840,1.430e-01,6.474e+00,6.617e+00
1688178900,1.440e-01,6.298e+00,6.442e+00
1688178960,1.440e-01,6.217e+00,6.360e+00
1688179020,1.420e-01,6.193e+00,6.335e+00
1688179080,1.430e-01,6.300e+00,6.443e+00
1688179140,1.460e-01,6.423e+00,6.569e+00
1688179200,1.460e-01,6.538e+00,6.683e+00
1688179260,1.390e-01,6.530e+00,6.670e+00
1688179320,1.240e-01,6.519e+00,6.643e+00
1688179380,1.160e-01,6.391e+00,6.507e+00
1688179440,1.060e-01,6.240e+00,6.347e+00
1688179500,1.080e-01,6.294e+00,6.402e+00
1688179560,1.130e-01,6.566e+00,6.679e+00
1688179620,1.270e-01,6.670e+00,6.798e+00
1688179680,1.420e-01,6.790e+00,6.932e+00
1688179740,1.530e-01,6.999e+00,7.152e+00
1688179800,1.550e-01,7.239e+00,7.394e+00
1688179860,1.590e-01,7.592e+00,7.751e+00
1688179920,1.750e-01,7.979e+00,8.150e+00
1688179980,1.800e-01,8.250e+00,8.430e+00
1688180040,1.920e-01,8.250e+00,8.440e+00
1688180100,1.830e-01,8.340e+00,8.520e+00
1688180160,1.740e-01,8.390e+00,8.560e+00
1688180220,1.730e-01,8.530e+00,8.710e+00
1688180280,1.750e-01,8.620e+00,8.790e+00
1688180340,1.720e-01,8.630e+00,8.800e+00
1688180400,1.720e-01,8.600e+00,8.780e+00
1688180460,1.690e-01,8.480e+00,8.650e+00
1688180520,1.580e-01,8.580e+00,8.740e+00
1688180580,1.520e-01,8.500e+00,8.650e+00
1688180640,1.480e-01,8.230e+00,8.380e+00
1688180700,1.400e-01,8.070e+00,8.210e+00
1688180760,1.520e-01,8.190e+00,8.340e+00
1688180820,1.610e-01,8.370e+00,8.530e+00
1688180880,1.520e-01,8.220e+00,8.380e+00
1688180940,1.380e-01,7.757e+00,7.895e+00
1688181000,1.320e-01,7.417e+00,7.550e+00
1688181060,1.270e-01,7.225e+00,7.352e+00
1688181120,1.250e-01,6.973e+00,7.099e+00
1688181180,1.230e-01,6.526e+00,6.649e+00
1688181240,1.150e-01,5.881e+00,5.996e+00
1688181300,1.040e-01,5.262e+00,5.366e+00
1688181360,1.050e-01,4.933e+00,5.038e+00
1688181420,1.060e-01,4.808e+00,4.914e+00
1688181480,1.020e-01,4.517e+00,4.619e+00
1688181540,1.000e-01,4.364e+00,4.464e+00
1688181600,9.700e-02,4.342e+00,4.440e+00
1688181660,9.000e-02,4.303e+00,4.393e+00
1688181720,8.400e-02,4.301e+00,4.385e+00
1688181780,8.600e-02,4.327e+00,4.413e+00
1688181840,8.600e-02,4.353e+00,4.439e+00
1688181900,9.400e-02,4.416e+00,4.510e+00
1688181960,9.000e-02,4.590e+00,4.679e+00
1688182020,9.100e-02,4.683e+00,4.775e+00
1688182080,9.100e-02,4.740e+00,4.831e+00
1688182140,8.300e-02,4.839e+00,4.922e+00
1688182200,7.000e-02,5.015e+00,5.084e+00
1688182260,6.200e-02,5.150e+00,5.212e+00
1688182320,5.600e-02,5.262e+00,5.318e+00
1688182380,2.500e-02,5.332e+00,5.380e+00
1688182440,2.500e-02,5.404e+00,5.453e+00
1688182500,2.500e-02,5.475e+00,5.519e+00
1688182560,2.500e-02,5.604e+00,5.644e+00
1688182620,2.500e-02,5.674e+00,5.721e+00
1688182680,5.400e-02,5.710e+00,5.764e+00
1688182740,6.400e-02,5.631e+00,5.695e+00
1688182800,6.300e-02,5.408e+00,5.471e+00
1688182860,6.400e-02,5.157e+00,5.221e+00
1688182920,6.000e-02,4.938e+00,4.998e+00
1688182980,6.100e-02,4.762e+00,4.823e+00
1688183040,6.800e-02,4.620e+00,4.689e+00
1688183100,7.200e-02,4.646e+00,4.718e+00
1688183160,7.000e-02,4.646e+00,4.716e+00
1688183220,7.300e-02,4.707e+00,4.780e+00
1688183280,7.000e-02,4.805e+00,4.876e+00
1688183340,7.200e-02,4.895e+00,4.966e+00
1688183400,7.500e-02,4.909e+00,4.984e+00
1688183460,6.800e-02,5.005e+00,5.073e+00
1688183520,6.800e-02,4.990e+00,5.058e+00
1688183580,7.000e-02,4.827e+00,4.897e+00
1688183640,6.800e-02,4.800e+00,4.868e+00
1688183700,6.500e-02,4.866e+00,4.931e+00
1688183760,6.400e-02,4.993e+00,5.057e+00
1688183820,6.500e-02,5.142e+00,5.207e+00
1688183880,6.400e-02,5.261e+00,5.324e+00
1688183940,6.800e-02,5.269e+00,5.337e+00
1688184000,6.000e-02,5.356e+00,5.415e+00
1688184060,5.300e-02,5.548e+00,5.602e+00
1688184120,5.000e-02,5.753e+00,5.804e+00
1688184180,5.100e-02,5.944e+00,5.995e+00
1688184240,5.300e-02,5.978e+00,6.030e+00
1688184300,5.200e-02,6.072e+00,6.124e+00
1688184360,5.500e-02,6.283e+00,6.338e+00
1688184420,6.400e-02,6.413e+00,6.477e+00
1688184480,6.400e-02,6.465e+00,6.529e+00
1688184540,6.700e-02,6.535e+00,6.602e+00
1688184600,6.600e-02,6.592e+00,6.658e+00
1688184660,8.300e-02,6.553e+00,6.636e+00
1688184720,1.030e-01,6.753e+00,6.857e+00
1688184780,1.110e-01,7.159e+00,7.270e+00
1688184840,1.170e-01,7.451e+00,7.568e+00
1688184900,1.220e-01,7.887e+00,8.010e+00
1688184960,1.240e-01,8.440e+00,8.570e+00
1688185020,1.250e-01,8.810e+00,8.940e+00
1688185080,1.280e-01,9.330e+00,9.460e+00
1688185140,1.370e-01,1.045e+01,1.059e+01
1688185200,1.440e-01,1.168e+01,1.182e+01
1688185260,1.640e-01,1.236e+01,1.253e+01
1688185320,1.660e-01,1.208e+01,1.225e+01
1688185380,1.570e-01,1.138e+01,1.154e+01
1688185440,1.560e-01,1.052e+01,1.067e+01
1688185500,1.530e-01,9.860e+00,1.001e+01
1688185560,1.480e-01,8.900e+00,9.050e+00
1688185620,1.240e-01,7.339e+00,7.463e+00
1688185680,1.160e-01,5.547e+00,5.664e+00
1688185740,9.600e-02,4.346e+00,4.442e+00
1688185800,9.400e-02,4.072e+00,4.166e+00
1688185860,1.030e-01,3.926e+00,4.029e+00
1688185920,9.600e-02,3.839e+00,3.935e+00
1688185980,1.010e-01,3.664e+00,3.765e+00
1688186040,1.190e-01,3.827e+00,3.946e+00
1688186100,1.510e-01,4.311e+00,4.461e+00
1688186160,1.660e-01,4.868e+00,5.034e+00
1688186220,2.150e-01,5.430e+00,5.645e+00
1688186280,2.750e-01,5.916e+00,6.191e+00
1688186340,3.250e-01,6.369e+00,6.695e+00
1688186400,3.730e-01,6.650e+00,7.023e+00
1688186460,4.170e-01,6.725e+00,7.141e+00
1688186520,4.270e-01,6.612e+00,7.039e+00
1688186580,4.210e-01,6.312e+00,6.733e+00
1688186640,3.950e-01,6.071e+00,6.466e+00
1688186700,3.560e-01,5.905e+00,6.261e+00
1688186760,3.280e-01,5.910e+00,6.238e+00
1688186820,3.150e-01,5.913e+00,6.229e+00
1688186880,2.930e-01,6.081e+00,6.373e+00
1688186940,2.680e-01,6.321e+00,6.588e+00
1688187000,2.660e-01,6.515e+00,6.782e+00
1688187060,2.640e-01,6.629e+00,6.894e+00
1688187120,2.720e-01,6.685e+00,6.957e+00
1688187180,2.620e-01,6.702e+00,6.963e+00
1688187240,2.370e-01,6.595e+00,6.832e+00
1688187300,2.310e-01,6.421e+00,6.652e+00
1688187360,2.420e-01,6.292e+00,6.535e+00
1688187420,2.540e-01,6.143e+00,6.397e+00
1688187480,2.500e-01,5.939e+00,6.189e+00
1688187540,2.530e-01,5.766e+00,6.019e+00
1688187600,2.670e-01,5.522e+00,5.790e+00
1688187660,2.730e-01,5.273e+00,5.547e+00
1688187720,2.870e-01,5.115e+00,5.402e+00
1688187780,2.920e-01,4.988e+00,5.280e+00
1688187840,2.910e-01,4.849e+00,5.140e+00
1688187900,2.780e-01,4.676e+00,4.954e+00
1688187960,2.700e-01,4.532e+00,4.802e+00
1688188020,2.700e-01,4.398e+00,4.668e+00
1688188080,2.660e-01,4.284e+00,4.550e+00
1688188140,2.700e-01,4.154e+00,4.424e+00
1688188200,2.620e-01,4.011e+00,4.274e+00
1688188260,2.530e-01,3.882e+00,4.135e+00
1688188320,2.470e-01,3.786e+00,4.033e+00
1688188380,2.540e-01,3.759e+00,4.013e+00
1688188440,2.680e-01,3.728e+00,3.996e+00
1688188500,2.740e-01,3.741e+00,4.016e+00
1688188560,2.810e-01,3.772e+00,4.053e+00
1688188620,3.080e-01,3.841e+00,4.149e+00
1688188680,3.260e-01,3.913e+00,4.239e+00
1688188740,3.440e-01,4.074e+00,4.418e+00
1688188800,3.590e-01,4.308e+00,4.667e+00
1688188860,3.670e-01,4.613e+00,4.979e+00
1688188920,3.790e-01,4.943e+00,5.321e+00
1688188980,3.900e-01,5.196e+00,5.586e+00
1688189040,3.720e-01,5.579e+00,5.951e+00
1688189100,3.680e-01,5.983e+00,6.351e+00
1688189160,3.870e-01,6.370e+00,6.757e+00
1688189220,3.740e-01,6.638e+00,7.012e+00
1688189280,3.630e-01,6.861e+00,7.224e+00
1688189340,3.450e-01,6.943e+00,7.289e+00
1688189400,3.330e-01,6.982e+00,7.315e+00
1688189460,3.180e-01,7.071e+00,7.390e+00
1688189520,2.990e-01,6.903e+00,7.202e+00
1688189580,2.750e-01,6.708e+00,6.983e+00
1688189640,2.530e-01,6.629e+00,6.882e+00
1688189700,2.450e-01,6.424e+00,6.669e+00
1688189760,2.570e-01,6.270e+00,6.527e+00
1688189820,2.410e-01,6.087e+00,6.329e+00
1688189880,2.310e-01,6.109e+00,6.340e+00
1688189940,2.330e-01,6.094e+00,6.327e+00
1688190000,2.440e-01,6.202e+00,6.445e+00
1688190060,2.510e-01,6.414e+00,6.665e+00
1688190120,2.610e-01,6.560e+00,6.821e+00
1688190180,2.600e-01,6.680e+00,6.941e+00
1688190240,2.800e-01,6.890e+00,7.170e+00
1688190300,3.250e-01,7.261e+00,7.586e+00
1688190360,3.560e-01,7.423e+00,7.779e+00
1688190420,3.950e-01,7.740e+00,8.140e+00
1688190480,4.270e-01,8.070e+00,8.500e+00
1688190540,4.440e-01,8.220e+00,8.660e+00
1688190600,4.660e-01,8.460e+00,8.930e+00
1688190660,4.790e-01,8.780e+00,9.260e+00
1688190720,4.680e-01,8.900e+00,9.370e+00
1688190780,4.740e-01,8.960e+00,9.430e+00
1688190840,4.700e-01,9.070e+00,9.540e+00
1688190900,4.400e-01,9.070e+00,9.510e+00
1688190960,4.160e-01,9.150e+00,9.570e+00
1688191020,3.940e-01,9.320e+00,9.720e+00
1688191080,3.690e-01,9.400e+00,9.770e+00
1688191140,3.530e-01,9.370e+00,9.720e+00
1688191200,3.170e-01,9.240e+00,9.560e+00
1688191260,2.670e-01,8.920e+00,9.180e+00
1688191320,2.340e-01,8.670e+00,8.910e+00
1688191380,2.160e-01,8.460e+00,8.670e+00
1688191440,1.880e-01,8.150e+00,8.340e+00
1688191500,1.860e-01,7.875e+00,8.060e+00
1688191560,1.940e-01,7.853e+00,8.050e+00
1688191620,1.900e-01,8.090e+00,8.280e+00
1688191680,1.980e-01,8.490e+00,8.690e+00
1688191740,1.920e-01,8.820e+00,9.020e+00
1688191800,1.920e-01,8.980e+00,9.180e+00
1688191860,1.880e-01,9.100e+00,9.290e+00
1688191920,1.840e-01,9.200e+00,9.390e+00
1688191980,1.530e-01,9.290e+00,9.450e+00
1688192040,1.300e-01,9.200e+00,9.330e+00
1688192100,1.220e-01,9.010e+00,9.140e+00
1688192160,1.070e-01,8.860e+00,8.960e+00
1688192220,1.060e-01,8.880e+00,8.990e+00
1688192280,1.060e-01,8.980e+00,9.080e+00
1688192340,1.080e-01,9.020e+00,9.130e+00
1688192400,1.080e-01,9.030e+00,9.140e+00
1688192460,1.120e-01,9.040e+00,9.150e+00
1688192520,1.040e-01,9.100e+00,9.200e+00
1688192580,1.010e-01,9.190e+00,9.290e+00
1688192640,1.050e-01,9.290e+00,9.390e+00
1688192700,1.160e-01,9.420e+00,9.540e+00
1688192760,1.240e-01,9.510e+00,9.630e+00
1688192820,1.300e-01,9.600e+00,9.730e+00
1688192880,1.340e-01,9.650e+00,9.790e+00
1688192940,1.370e-01,9.670e+00,9.810e+00
1688193000,1.360e-01,9.580e+00,9.720e+00
1688193060,1.440e-01,9.420e+00,9.560e+00
1688193120,1.410e-01,9.260e+00,9.400e+00
1688193180,1.290e-01,9.070e+00,9.200e+00
1688193240,1.290e-01,8.870e+00,9.000e+00
1688193300,1.290e-01,8.690e+00,8.820e+00
1688193360,1.340e-01,8.570e+00,8.700e+00
1688193420,1.430e-01,8.490e+00,8.630e+00
1688193480,1.440e-01,8.490e+00,8.630e+00
1688193540,1.340e-01,8.490e+00,8.630e+00
1688193600,1.330e-01,8.410e+00,8.550e+00
1688193660,1.280e-01,8.390e+00,8.520e+00
1688193720,1.160e-01,8.390e+00,8.500e+00
1688193780,1.090e-01,8.370e+00,8.480e+00
1688193840,9.700e-02,8.330e+00,8.430e+00
1688193900,9.200e-02,8.330e+00,8.430e+00
1688193960,1.310e-01,8.560e+00,8.700e+00
1688194020,3.341e+00,1.411e+01,1.745e+01
1688194080,1.498e+01,2.661e+01,4.159e+01
1688194140,2.017e+01,2.819e+01,4.836e+01
1688194200,2.261e+01,2.881e+01,5.143e+01
1688194260,2.032e+01,2.900e+01,4.932e+01
1688194320,1.931e+01,2.896e+01,4.828e+01
1688194380,7.280e+00,2.549e+01,3.277e+01
1688194440,3.226e+00,2.348e+01,2.671e+01
1688194500,1.883e+00,2.136e+01,2.324e+01
1688194560,1.724e+00,2.072e+01,2.244e+01
1688194620,1.848e+00,2.098e+01,2.283e+01
1688194680,2.097e+00,2.148e+01,2.358e+01
1688194740,2.610e+00,2.208e+01,2.469e+01
1688194800,3.367e+00,2.297e+01,2.634e+01
1688194860,4.421e+00,2.387e+01,2.829e+01
1688194920,5.822e+00,2.485e+01,3.068e+01
1688194980,7.250e+00,2.591e+01,3.316e+01
1688195040,8.250e+00,2.681e+01,3.505e+01
1688195100,8.860e+00,2.735e+01,3.621e+01
1688195160,9.240e+00,2.762e+01,3.686e+01
1688195220,8.790e+00,2.728e+01,3.607e+01
1688195280,7.941e+00,2.658e+01,3.452e+01
1688195340,6.637e+00,2.556e+01,3.220e+01
1688195400,4.955e+00,2.409e+01,2.904e+01
1688195460,3.375e+00,2.217e+01,2.555e+01
1688195520,2.291e+00,2.021e+01,2.250e+01
1688195580,1.553e+00,1.850e+01,2.006e+01
1688195640,1.042e+00,1.718e+01,1.822e+01
1688195700,8.380e-01,1.601e+01,1.685e+01
1688195760,1.128e+00,1.605e+01,1.718e+01
1688195820,1.444e+00,1.648e+01,1.793e+01
1688195880,1.587e+00,1.692e+01,1.851e+01
1688195940,1.617e+00,1.727e+01,1.889e+01
1688196000,1.632e+00,1.774e+01,1.937e+01
1688196060,1.460e+00,1.789e+01,1.935e+01
1688196120,1.275e+00,1.760e+01,1.888e+01
1688196180,1.323e+00,1.714e+01,1.846e+01
1688196240,1.140e+00,1.588e+01,1.702e+01
1688196300,9.390e-01,1.461e+01,1.555e+01
1688196360,8.400e-01,1.380e+01,1.464e+01
1688196420,8.230e-01,1.343e+01,1.425e+01
1688196480,7.750e-01,1.305e+01,1.383e+01
1688196540,7.380e-01,1.278e+01,1.352e+01
1688196600,6.910e-01,1.278e+01,1.347e+01
1688196660,4.910e-01,1.286e+01,1.335e+01
1688196720,3.080e-01,1.283e+01,1.314e+01
1688196780,2.480e-01,1.295e+01,1.320e+01
1688196840,2.430e-01,1.320e+01,1.344e+01
1688196900,2.370e-01,1.343e+01,1.367e+01
1688196960,2.370e-01,1.374e+01,1.398e+01
1688197020,2.380e-01,1.409e+01,1.433e+01
1688197080,2.370e-01,1.459e+01,1.483e+01
1688197140,2.100e-01,1.500e+01,1.521e+01
1688197200,2.000e-01,1.537e+01,1.557e+01
1688197260,2.050e-01,1.563e+01,1.583e+01
1688197320,2.070e-01,1.568e+01,1.588e+01
1688197380,2.020e-01,1.576e+01,1.596e+01
1688197440,2.000e-01,1.588e+01,1.608e+01
1688197500,2.010e-01,1.602e+01,1.623e+01
1688197560,2.010e-01,1.614e+01,1.635e+01
1688197620,2.010e-01,1.635e+01,1.655e+01
1688197680,2.040e-01,1.663e+01,1.683e+01
1688197740,2.030e-01,1.688e+01,1.709e+01
1688197800,2.080e-01,1.712e+01,1.732e+01
1688197860,2.130e-01,1.722e+01,1.744e+01
1688197920,2.060e-01,1.729e+01,1.749e+01
1688197980,2.000e-01,1.733e+01,1.753e+01
1688198040,2.010e-01,1.733e+01,1.753e+01
1688198100,2.080e-01,1.724e+01,1.744e+01
1688198160,2.330e-01,1.720e+01,1.743e+01
1688198220,2.330e-01,1.719e+01,1.743e+01
1688198280,2.260e-01,1.716e+01,1.739e+01
1688198340,2.370e-01,1.706e+01,1.730e+01
1688198400,2.480e-01,1.689e+01,1.713e+01
1688198460,2.520e-01,1.664e+01,1.689e+01
1688198520,2.520e-01,1.631e+01,1.656e+01
1688198580,2.430e-01,1.599e+01,1.623e+01
1688198640,2.140e-01,1.562e+01,1.584e+01
1688198700,2.080e-01,1.521e+01,1.542e+01
1688198760,2.100e-01,1.477e+01,1.498e+01
1688198820,1.890e-01,1.438e+01,1.457e+01
1688198880,1.950e-01,1.411e+01,1.430e+01
1688198940,2.040e-01,1.417e+01,1.437e+01
1688199000,2.210e-01,1.440e+01,1.462e+01
1688199060,2.340e-01,1.456e+01,1.480e+01
1688199120,2.390e-01,1.448e+01,1.472e+01
1688199180,2.390e-01,1.432e+01,1.456e+01
1688199240,2.410e-01,1.398e+01,1.422e+01
1688199300,2.370e-01,1.359e+01,1.382e+01
1688199360,2.260e-01,1.312e+01,1.335e+01
1688199420,2.120e-01,1.241e+01,1.262e+01
1688199480,1.920e-01,1.176e+01,1.195e+01
1688199540,1.800e-01,1.124e+01,1.142e+01
1688199600,1.660e-01,1.098e+01,1.114e+01
1688199660,1.610e-01,1.088e+01,1.104e+01
1688199720,1.510e-01,1.094e+01,1.109e+01
1688199780,1.460e-01,1.098e+01,1.113e+01
1688199840,1.390e-01,1.099e+01,1.113e+01
1688199900,1.300e-01,1.093e+01,1.106e+01
1688199960,1.170e-01,1.079e+01,1.091e+01
1688200020,1.130e-01,1.066e+01,1.077e+01
1688200080,1.210e-01,1.045e+01,1.057e+01
1688200140,1.160e-01,1.030e+01,1.042e+01
1688200200,1.170e-01,1.014e+01,1.026e+01
1688200260,1.150e-01,1.004e+01,1.016e+01
1688200320,1.200e-01,9.890e+00,1.001e+01
1688200380,1.210e-01,9.750e+00,9.870e+00
1688200440,1.220e-01,9.630e+00,9.750e+00
1688200500,1.250e-01,9.490e+00,9.620e+00
1688200560,1.180e-01,9.420e+00,9.540e+00
1688200620,1.200e-01,9.380e+00,9.500e+00
1688200680,1.180e-01,9.370e+00,9.490e+00
1688200740,1.180e-01,9.370e+00,9.480e+00
1688200800,1.090e-01,9.420e+00,9.530e+00
1688200860,1.070e-01,9.510e+00,9.610e+00
1688200920,1.140e-01,9.530e+00,9.650e+00
1688200980,1.190e-01,9.630e+00,9.750e+00
1688201040,1.220e-01,9.740e+00,9.860e+00
1688201100,1.230e-01,9.830e+00,9.950e+00
1688201160,1.240e-01,9.930e+00,1.005e+01
1688201220,1.250e-01,1.014e+01,1.026e+01
1688201280,1.340e-01,1.035e+01,1.049e+01
1688201340,1.330e-01,1.053e+01,1.066e+01
1688201400,1.210e-01,1.068e+01,1.081e+01
1688201460,1.180e-01,1.084e+01,1.096e+01
1688201520,1.200e-01,1.100e+01,1.112e+01
1688201580,1.210e-01,1.119e+01,1.131e+01
1688201640,1.200e-01,1.133e+01,1.145e+01
1688201700,1.160e-01,1.142e+01,1.153e+01
